bus_name_origen,nombre_geosadi,nemo,carrier,p_nom,costo_marginal_match,fuente_costo,CVP_manual,
LOM2EO01,L. BLANCA 2 ENARSA,LOM2EO,wind,52,NO,,P.E. Loma Blanca II,
MAGDDI01,MAGDALENA ENARS,MAGD,diesel,25,SI,CVP_TERMICA,P.E. Loma Blanca II,
LOM3EO01,L. BLANCA 3 ENARSA,LOM3EO,wind,51.2,NO,,P.E. Loma Blanca III,
SOESTG01,SUD OESTE,SOES,ocgt,0,SI,CVP_TERMICA,P.E. Loma Blanca II,
SOESTG02,SUD OESTE,SOES,ocgt,0,SI,CVP_TERMICA,P.E. Loma Blanca III,
SOESTG04,SUD OESTE,SOES,ocgt,0,SI,CVP_TERMICA,,
SOESTG03,SUD OESTE,SOES,ocgt,23.1,SI,CVP_TERMICA,,
NONOFV01,P.S. Nonogasta,NONOFV,solar,35,SI,CVP_RENOVAR,,
LEDE.TV01,LEDESMA,LEDE,ocgt,3.5009,SI,CVP_TERMICA,,
RUFIDI01,RUFINO STA FE,RUFI,diesel,31.9,SI,CVP_TERMICA,,
DSUDTG07,DOCK SUD,DSUD,ocgt,31.2,SI,CVP_TERMICA,,
DSUDTG08,DOCK SUD,DSUD,ocgt,30.3,SI,CVP_TERMICA,,
CCORHI03,CABRA CORRAL,CCORHI,hydro,32,PENDIENTE,,,
CCORHI01,CABRA CORRAL,CCORHI,hydro,32,PENDIENTE,,,
CCORHI02,CABRA CORRAL,CCORHI,hydro,32,PENDIENTE,,,
VGADDI01,VILLEGAS ENARSA,VGAD,diesel,2.6,SI,CVP_TERMICA,,
LOM6EO01,P.E. L. BLANCA 6,LOM6EO,wind,51.5,NO,,P.E. Loma blanca 6,
NECOTV02,NECOCHEA,NECO,steam,0,SI,CVP_TERMICA_PROMEDIO,,
BANDDI01,BANDERA DISTRIB,BAND,diesel,30.2,SI,CVP_TERMICA,,
NECOTV01,NECOCHEA,NECO,steam,0,SI,CVP_TERMICA_PROMEDIO,,
PNEGHI01,PUNTA NEGRA,PNEGHI,hydro,31.64,PENDIENTE,,,
PNEGHI02,PUNTA NEGRA,PNEGHI,hydro,31.64,PENDIENTE,,,
ULN2FV01,P.S. Ullum N2,ULN2FV,solar,25.6,SI,CVP_RENOVAR,,
CACHHI03,C.H.CACHEUTA,CACHHI,hydro,30,PENDIENTE,,,
CACHHI02,C.H.CACHEUTA,CACHHI,hydro,30,PENDIENTE,,,
CPIEHI01,CASA DE PIEDRA,CPIEHI,hydro,28.5,PENDIENTE,,,
CPIEHI02,CASA DE PIEDRA,CPIEHI,hydro,28.5,PENDIENTE,,,
CACHHI01,C.H.CACHEUTA,CACHHI,hydro,30,PENDIENTE,,,
CACHHI04,C.H.CACHEUTA,CACHHI,hydro,30,PENDIENTE,,,
LOM6EO01,P.E. L. BLANCA 6,LOM6EO,wind,51.5,NO,,P.E. Loma blanca 6,
LDCUTG22,LUJAN DE CUYO,LDCU,ccgt,24.373,SI,CVP_TERMICA,,
LOMAFV01,P.S. LAS LOMAS,LOMAFV,solar,34,NO,mater,52.3,
LIBEDI01,LIB. SAN MARTIN,LIBE,diesel,13.2,SI,CVP_TERMICA,,
MDPATV08,MAR DEL PLATA,MDPA,steam,23.52,SI,CVP_TERMICA,,
MDPATV07,MAR DEL PLATA,MDPA,steam,25,SI,CVP_TERMICA,,
SVICDI01,S.VICENTE BSAS,SVIC,diesel,27.6,SI,CVP_TERMICA,,
ABRODI01,ALTE BROWN ENAR,ABRO,diesel,23.7,SI,CVP_TERMICA,,
MOLITV01,MOLINOS AUTOG.,MOLI,steam,0.272,SI,CVP_TERMICA,,
LRI2FV,P.S. 360 ENERGY LA RIOJA II,LRI2FV,solar,20.0576,NO,mater,58.7,
CORRDI01,CORRIENTES,CORR,diesel,0,SI,CVP_TERMICA,,
APARTV01,ACEROS PARANA,APAR,steam,0,SI,CVP_TERMICA,,
APARTV01,ACEROS PARANA,APAR,steam,0,SI,CVP_TERMICA,,
APARTV01,ACEROS PARANA,APAR,steam,0,SI,CVP_TERMICA,,
APARTV01,ACEROS PARANA,APAR,steam,0,SI,CVP_TERMICA,,
NIH3HI01,NIHUIL 3,NIH3HI,hydro,20.5,PENDIENTE,,,
NIH3HI02,NIHUIL 3,NIH3HI,hydro,20.5,PENDIENTE,,,
LRIOFV,P.S. 360 ENERGY LA RIOJA,LRIOFV,solar,62.7842,NO,mater,58.7,
AVALTG23,ALTO VALLE,AVAL,ccgt,24.861,SI,CVP_TERMICA,,
AVALTG22,ALTO VALLE,AVAL,ccgt,24.746,SI,CVP_TERMICA,,
NIH4HI01,NIHUIL 4,NIH4HI,hydro,23.7579,PENDIENTE,,,
MAL1EO01,MALASPINA1 ENARSA,MAL1EO,wind,51,NO,,P.E. Malaspina I,
MANAEO01,MANANTIALES BEHR (YPF),MANAEO,wind,51.75,NO,,,P.E. CA�ADADON LEON
MANAEO02,MANANTIALES BEHR (YPF),MANAEO,wind,51.75,NO,,,P.E. CA�ADADON LEON
MAT3EO,P.E. MATACO III,MAT3EO,wind,36,NO,,P.E. EL MATACO,
NEC1EO01,P.E. NECOCHEA I,NEC1EO,wind,37.25,NO,,P.E. Vientos de Necochea 1,
KOSTEO01,P.E. Kosten,KOSTEO,wind,24,SI,CVP_RENOVAR,,
VSECEO01,P.E. Vientos del Secano,VSECEO,wind,25,SI,CVP_RENOVAR,,
ULN1FV01,P.S. Ullum N1,ULN1FV,solar,25.6,SI,CVP_RENOVAR,,
HUEMDI01,HUEMUL SINOPEC,HUEM,diesel,11.497,SI,CVP_TERMICA,,
MDPATG22,MAR DEL PLATA,MDPA,ocgt,20.5,SI,CVP_TERMICA,,
MSEVTG01,MARIO SEVESO,MSEV,ccgt,16.0543,SI,CVP_TERMICA,,
MDPATG13,MAR DEL PLATA,MDPA,ocgt,0,SI,CVP_TERMICA_PROMEDIO,,
CONDHI01,C.H. A.CONDARCO,CONDHI,hydro,25.0923,PENDIENTE,,,
SNICTG01,SAN NICOLAS,SNIC,ocgt,19.1,SI,CVP_TERMICA,,
VSECEO01,P.E. Vientos del Secano,VSECEO,wind,25,SI,CVP_RENOVAR,,
AESPTG04,AES-PARANA,AESP,ocgt,18.9,SI,CVP_TERMICA,,
MDPATG21,MAR DEL PLATA,MDPA,ocgt,19.7,SI,CVP_TERMICA,,
NEU1EO01,P.E. VIENTOS NEUQUINOS I,NEU1EO,wind,100,NO,mater,60.5,
PAMEEO01,P.E. PAMPA ENERGÍA (MATER),PAME,wind,53.2,NO,mater,62.9,
GARAEO01,P.E. GARAYALDE,GARAEO,wind,25,SI,CVP_RENOVAR,,
REALDI01,REALICO,REAL,diesel,24,SI,CVP_TERMICA,,
BARDDI01,BARRANQ. DISTRI,BARD,diesel,21.7,SI,CVP_TERMICA,,
AMEGHI01,F. AMEGHINO,AMEGHI,hydro,17.9,PENDIENTE,,,
AMEGHI02,F. AMEGHINO,AMEGHI,hydro,17.9,PENDIENTE,,,
SFRATG02,SAN FRANCISCO,SFRA,ocgt,18.6,SI,CVP_TERMICA,,
LEVATG02,LEVALLE,LEVA,ocgt,19.946,SI,CVP_TERMICA,,
LEVATG01,LEVALLE,LEVA,ocgt,19.942,SI,CVP_TERMICA,,
ELOMDI01,ENTRE LOMAS,ELOM,diesel,10.9083,SI,CVP_TERMICA,,
LDCUTG23,LUJAN DE CUYO,LDCU,ocgt,22.766,SI,CVP_TERMICA,,
LDCUTG24,LUJAN DE CUYO,LDCU,ocgt,22.76,SI,CVP_TERMICA,,
LEDE.TV02,LEDESMA,LEDE,ocgt,1.6837,NO,,LEDETV01,
SAUJFV01,P.S. Saujil,SAUJFV,solar,22.5,SI,CVP_RENOVAR,,
JUNIDI01,JUNIN,JUNI,diesel,20,SI,CVP_TERMICA,,
COLBDI01,COLON BSAS,COLB,diesel,14.5,SI,CVP_TERMICA,,
MIR1DI01,MIRAMAR I ENARS,MIR1,diesel,15.7,SI,CVP_TERMICA,,
NIH2HI06,NIHUIL 2,NIH2HI,hydro,18.3333,PENDIENTE,,,
NIH2HI05,NIHUIL 2,NIH2HI,hydro,18.3333,PENDIENTE,,,
NIH2HI04,NIHUIL 2,NIH2HI,hydro,18.3333,PENDIENTE,,,
NIH2HI03,NIHUIL 2,NIH2HI,hydro,18.3333,PENDIENTE,,,
NIH2HI02,NIHUIL 2,NIH2HI,hydro,18.3333,PENDIENTE,,,
NIH2HI01,NIHUIL 2,NIH2HI,hydro,18.3333,PENDIENTE,,,
ULLUHI02,ULLUM,ULLUHI,hydro,24,PENDIENTE,,,
ULLUHI01,ULLUM,ULLUHI,hydro,24,PENDIENTE,,,
CRIVTG23,CDRO RIVADAVIA,CRIV,ocgt,0,SI,CVP_TERMICA,,
SPENDI01,SAENZ PEÑA,SPEN,diesel,17,SI,CVP_TERMICA,,
BARIDI01,BARILOCHE ENARS,BARI,diesel,20,SI,CVP_TERMICA,,
PE32EO,P.E. PAMPA ENERGÍA III - AMPLIACIÓN 2,PE32,wind,27,NO,,,
ARREDI01,ARRECIFES ENARS,ARRE,diesel,1,SI,CVP_TERMICA,,
PEP3EO,P.E. PAMPA ENERGÍA III,PEP3,wind,54,NO,,,
FORDDI01,FORMOSA DELIVER,FORD,diesel,13,SI,CVP_TERMICA,,
FORDDI02,FORMOSA DELIVER,FORD,diesel,15,SI,CVP_TERMICA,,
ANATDI01,AÑATUYA,ANAT,diesel,19.2,SI,CVP_TERMICA,,
RAFADI01,RAFAELA,RAFA,diesel,19,SI,CVP_TERMICA,,
ALOMDI01,AG. LOMITAS,ALOM,diesel,13.6403,SI,CVP_TERMICA,,
NIH1HI01,NIHUIL 1,NIH1HI,hydro,18,PENDIENTE,,,
NIH1HI02,NIHUIL 1,NIH1HI,hydro,18,PENDIENTE,,,
NIH1HI04,NIHUIL 1,NIH1HI,hydro,18,PENDIENTE,,,
NIH1HI03,NIHUIL 1,NIH1HI,hydro,18,PENDIENTE,,,
CAIMDI05,CAIMANCITO,CAIM,diesel,18.2,SI,CVP_TERMICA,,
CAIMDI04,CAIMANCITO,CAIM,diesel,18.2,SI,CVP_TERMICA,,
CAIMDI03,CAIMANCITO,CAIM,diesel,18.2,SI,CVP_TERMICA,,
CAIMDI02,CAIMANCITO,CAIM,diesel,18.2,SI,CVP_TERMICA,,
CAIMDI01,CAIMANCITO,CAIM,diesel,18.2,SI,CVP_TERMICA,,
CEREDI01,CERES    ENARSA,CERE,diesel,18,SI,CVP_TERMICA,,
TINOFV,P.S. Tinogasta,TINOFV,solar,15,SI,CVP_RENOVAR,,
RCHITG01,RIO CHICO,RCHI,ocgt,0,SI,CVP_TERMICA,,
RCHITG02,RIO CHICO,RCHI,ocgt,0,SI,CVP_TERMICA,,
VGESTG14,VILLA GESELL,VGES,ocgt,14.3,SI,CVP_TERMICA,,
DIQUTG01,DIQUE,DIQU,ocgt,0,SI,CVP_TERMICA,,
DIQUTG03,DIQUE,DIQU,ocgt,11.9,SI,CVP_TERMICA,,
DIQUTG02,DIQUE,DIQU,ocgt,12.2,SI,CVP_TERMICA,,
DIQUTG04,DIQUE,DIQU,ocgt,13.93,SI,CVP_TERMICA,,
AVALTG21,ALTO VALLE,AVAL,ocgt,13.8546,SI,CVP_TERMICA,,
MDPATG12,MAR DEL PLATA,MDPA,ocgt,15.4,SI,CVP_TERMICA,,
PILBDI01,PILAR BSAS,PILB,diesel,16.73,SI,CVP_TERMICA,,
BBLMDI05,MOTOR. B.BLANCA,BBLM,diesel,16.67,SI,CVP_TERMICA,,
PILBDI03,PILAR BSAS,PILB,diesel,16.73,SI,CVP_TERMICA,,
PILBDI04,PILAR BSAS,PILB,diesel,16.73,SI,CVP_TERMICA,,
PILBDI05,PILAR BSAS,PILB,diesel,16.73,SI,CVP_TERMICA,,
PILBDI06,PILAR BSAS,PILB,diesel,16.73,SI,CVP_TERMICA,,
ARISDI01,A.D.VALL.ENARSA,ARIS,diesel,15,SI,CVP_TERMICA,,
BBLMDI06,MOTOR. B.BLANCA,BBLM,diesel,16.67,SI,CVP_TERMICA,,
PILBDI02,PILAR BSAS,PILB,diesel,16.73,SI,CVP_TERMICA,,
BBLMDI04,MOTOR. B.BLANCA,BBLM,diesel,16.67,SI,CVP_TERMICA,,
BBLMDI02,MOTOR. B.BLANCA,BBLM,diesel,16.67,SI,CVP_TERMICA,,
BBLMDI01,MOTOR. B.BLANCA,BBLM,diesel,16.67,SI,CVP_TERMICA,,
BBLMDI03,MOTOR. B.BLANCA,BBLM,diesel,16.67,SI,CVP_TERMICA,,
PEP6EO,P.E. PAMPA ENERGÍA VI (MATER),PEP6,wind,138,NO,mater,62.9,
LEDE.TV03,LEDESMA,LEDE,ocgt,4.1067,NO,,LEDETV01,
CGOMDI04,CATADA DE GOMEZ,CGOM,diesel,16.5,SI,CVP_TERMICA,,
CGOMDI02,CATADA DE GOMEZ,CGOM,diesel,16.3,SI,CVP_TERMICA,,
CGOMDI03,CATADA DE GOMEZ,CGOM,diesel,16.5,SI,CVP_TERMICA,,
CGOMDI01,CATADA DE GOMEZ,CGOM,diesel,16.5,SI,CVP_TERMICA,,
PIRADI01,PIRANE,PIRA,diesel,15.7,SI,CVP_TERMICA,,
TINODI01,TINOGASTA ENARS,TINO,diesel,15,SI,CVP_TERMICA,,
LRIOTG23,LA RIOJA,LRIO,ocgt,12.94,SI,CVP_TERMICA,,
SFRATG01,SAN FRANCISCO,SFRA,ocgt,10.8,SI,CVP_TERMICA,,
DFUNTG01,DEAN FUNES,DFUN,ocgt,12.139,SI,CVP_TERMICA,,
LRIOTG21,LA RIOJA,LRIO,ocgt,12.96,SI,CVP_TERMICA,,
VMARTG02,VILLA MARIA,VMAR,ocgt,12.5,SI,CVP_TERMICA,,
DFUNTG02,DEAN FUNES,DFUN,ocgt,10.8,SI,CVP_TERMICA,,
VMARTG03,VILLA MARIA,VMAR,ocgt,10.1,SI,CVP_TERMICA,,
VMARTG01,VILLA MARIA,VMAR,ocgt,12.5,SI,CVP_TERMICA,,
BVILDI01,BELL VILLE,BVIL,diesel,15.6,SI,CVP_TERMICA,,
ANATDI02,AÑATUYA,ANAT,diesel,11.4,SI,CVP_TERMICA,,
LOBODI01,LOBOS ENARSA,LOBO,diesel,19.68,SI,CVP_TERMICA,,
CASTDI01,CASTELLI,CAST,diesel,13,SI,CVP_TERMICA,,
LINCDI01,LINCOLN,LINC,diesel,14,SI,CVP_TERMICA,,
PICADI01,P.IND.CAT ENARS,PICA,diesel,12.3,SI,CVP_TERMICA,,
MDAJTG17,MAR DE AJO,MDAJ,ocgt,13,SI,CVP_TERMICA,,
SPE2DI01,SAENZ PEÑA II,SPE2,diesel,7.7,SI,CVP_TERMICA,,
MDAJTG15,MAR DE AJO,MDAJ,ocgt,13.5,SI,CVP_TERMICA,,
PINFFV01,P.S. PAMPA DEL INFIERNO,PINFFV,solar,132,NO,mater,55.3,
PTR1TG24,PICO TRUNCADO 1,PTR1,ocgt,0,SI,CVP_TERMICA,,
PTR1TG25,PICO TRUNCADO 1,PTR1,ocgt,13.2,SI,CVP_TERMICA,,
ORADDI01,ORAN ENARSA,ORAD,diesel,14,SI,CVP_TERMICA,,
MDPATG19,MAR DEL PLATA,MDPA,ocgt,14.5,SI,CVP_TERMICA,,
MDPATG19,MAR DEL PLATA,MDPA,ocgt,14.5,SI,CVP_TERMICA,,
LMADHI01,LOS MADERAS,LMADHI,hydro,15,PENDIENTE,,,
PILATV10,PILAR,PILA,steam,157.4816,NO,,PILACC11,
LMADHI02,LOS MADERAS,LMADHI,hydro,15,PENDIENTE,,,
TER6TV21,COG Terminal 6,TER6,steam,84.1879,NO,,TER6CC11,
PTR1TG23,PICO TRUNCADO 1,PTR1,ocgt,14.5,SI,CVP_TERMICA,,
LRIOTG22,LA RIOJA,LRIO,ocgt,11.969,SI,CVP_TERMICA,,
VANGDI01,V.ANGELA ENARSA,VANG,diesel,12.5,SI,CVP_TERMICA,,
LMO1HI01,LOS MOLINOS,LMO1HI,hydro,12,PENDIENTE,,,
LMO1HI03,LOS MOLINOS,LMO1HI,hydro,12,PENDIENTE,,,
LMO1HI04,LOS MOLINOS,LMO1HI,hydro,12,PENDIENTE,,,
LMO1HI02,LOS MOLINOS,LMO1HI,hydro,12,PENDIENTE,,,
CONDHI02,C.H. A.CONDARCO,CONDHI,hydro,14.6539,PENDIENTE,,,
CONDHI03,C.H. A.CONDARCO,CONDHI,hydro,14.6539,PENDIENTE,,,
CERITV01,ECOENERG CERRI,CERI,steam,9.154,SI,CVP_TERMICA,,
VGESTG18,VILLA GESELL,VGES,ocgt,80,SI,CVP_TERMICA,,
VGESTG11,VILLA GESELL,VGES,ocgt,13.93,SI,CVP_TERMICA,,
PMA1EO01,P. MADRYN I ENARSA,PMA1EO,wind,75,NO,,P.E. Puerto Madryn I,
PMA2EO01,P. MADRYN II ENARSA,PMA2EO,wind,155,NO,,P.E. Puerto Madryn II,
RTERTG02,13 DE JULIO,RTER,ocgt,12.84,SI,CVP_TERMICA,,
LRISDI01,L.RIOJA SUR ENA,LRIS,diesel,10,SI,CVP_TERMICA,,
RTERTG01,13 DE JULIO,RTER,ocgt,12.84,SI,CVP_TERMICA,,
ULL4FV01,P.S. Ullum 4,ULL4FV,solar,13.5,SI,CVP_RENOVAR,,
CHLEDI01,CHILECITO ENARS,CHLE,diesel,10,SI,CVP_TERMICA,,
CDPITG21,CRUZ DE PIEDRA,CDPI,ocgt,0,SI,CVP_TERMICA,,
REOLHI03,BENJAMIN REOLIN,REOLHI,hydro,11,PENDIENTE,,,
REOLHI02,BENJAMIN REOLIN,REOLHI,hydro,11,PENDIENTE,,,
REOLHI01,BENJAMIN REOLIN,REOLHI,hydro,11,PENDIENTE,,,
SSALDI01,S.SALVADOR ERIO,SSAL,diesel,10.8,SI,CVP_TERMICA,,
LPAZDI01,LA PAZ E.RIOS,LPAZ,diesel,10.8,SI,CVP_TERMICA,,
LPLADI01,LA PLATA,LPLA,diesel,40.4,SI,CVP_TERMICA,,
LPLADI03,LA PLATA,LPLA,diesel,10.5303,SI,CVP_TERMICA_PROMEDIO,,
FIAMFV01,P.S. FIAMBALA,FIAMFV,solar,11,SI,CVP_RENOVAR,,
LPLADI02,LA PLATA,LPLA,diesel,9.8283,SI,CVP_TERMICA_PROMEDIO,,
LPLADI04,LA PLATA,LPLA,diesel,9.5112,SI,CVP_TERMICA_PROMEDIO,,
VIALDI01,VIALE E. RIOS,VIAL,diesel,4.6,SI,CVP_TERMICA,,
PERZDI03,PEREZ SECCO,PERZ,diesel,9.7,SI,CVP_TERMICA,,
OCAMDI05,VILLA OCAMPO,OCAM,diesel,9.6,SI,CVP_TERMICA,,
OCAMDI01,VILLA OCAMPO,OCAM,diesel,9.6,SI,CVP_TERMICA,,
PERZDI04,PEREZ SECCO,PERZ,diesel,9.8,SI,CVP_TERMICA,,
PERZDI02,PEREZ SECCO,PERZ,diesel,9.9,SI,CVP_TERMICA,,
PERZDI01,PEREZ SECCO,PERZ,diesel,9.7,SI,CVP_TERMICA,,
PERZDI05,PEREZ SECCO,PERZ,diesel,9.8,SI,CVP_TERMICA,,
PERZDI06,PEREZ SECCO,PERZ,diesel,9.8,SI,CVP_TERMICA,,
OCAMDI03,VILLA OCAMPO,OCAM,diesel,9.6,SI,CVP_TERMICA,,
PERZDI07,PEREZ SECCO,PERZ,diesel,9.8,SI,CVP_TERMICA,,
OCAMDI04,VILLA OCAMPO,OCAM,diesel,9.7,SI,CVP_TERMICA,,
OCAMDI02,VILLA OCAMPO,OCAM,diesel,9.7,SI,CVP_TERMICA,,
PERZDI08,PEREZ SECCO,PERZ,diesel,9.7,SI,CVP_TERMICA,,
PMISTV01,PPEL MISIONERO,PMIS,biomass,1.99,NO,,,
GRIOEO01,P.E. GARCIA DEL RIO,GRIOEO,wind,10,SI,CVP_RENOVAR,,
RCHITG03,RIO CHICO,RCHI,ocgt,0,SI,CVP_TERMICA,,
RAW1EO,RAWSON I  ENARSA,RAW1EO,wind,53,NO,mater,62.1,
CHARDI02,CHARATA ENARSA,CHAR,diesel,11.2,SI,CVP_TERMICA,,
SARCTG21,SARMIENTO SJ,SARC,ocgt,9.97,SI,CVP_TERMICA,,
SARCTG22,SARMIENTO SJ,SARC,ocgt,9.97,SI,CVP_TERMICA,,
SARCTG23,SARMIENTO SJ,SARC,ocgt,9.97,SI,CVP_TERMICA,,
RAW3EO01,RAWSON 3 EOLICO,RAW3EO,wind,31,NO,mater,62.1,
CHARDI01,CHARATA ENARSA,CHAR,diesel,8.2,SI,CVP_TERMICA,,
CARRHI01,CH CARRIZAL,CARRHI,hydro,8.5,PENDIENTE,,,
CARRHI02,CH CARRIZAL,CARRHI,hydro,8.5,PENDIENTE,,,
CVIEHI01,CTA. DEL VIENTO,CVIEHI,hydro,10.55,PENDIENTE,,,
ESCAHI01,ESCABA,ESCAHI,hydro,5.6667,PENDIENTE,,,
GOYDDI01,CT GOYA ENARSA,GOYD,diesel,13,SI,CVP_TERMICA,,
SANDFV,Planta fotovoltaica Solar de los Andes (MATER),SANDFV,solar,5,NO,mater,59.5,
ESCAHI02,ESCABA,ESCAHI,hydro,5.6667,PENDIENTE,,,
ESCAHI03,ESCABA,ESCAHI,hydro,5.6667,PENDIENTE,,,
RHONHI12,RIO HONDO,RHONHI,hydro,8.55,PENDIENTE,,,
RHONHI12,RIO HONDO,RHONHI,hydro,8.55,PENDIENTE,,,
PVIEHI01,PUEBLO VIEJO,PVIEHI,hydro,7.5,PENDIENTE,,,
PVIEHI02,PUEBLO VIEJO,PVIEHI,hydro,7.5,PENDIENTE,,,
TERVDI01,TEREVINTOS ENAR,TERV,diesel,8,SI,CVP_TERMICA,,
SJMTEO01,P.E. SAN JORGE y EL MATACO,SJMTEO,wind,102.9,NO,,P.E. SAN JORGE,
LDLMDI01,CT LOMA DE LA LATA MOTORES,LDLM,diesel,5.4,SI,CVP_TERMICA,,
LVINHI12,LA VINIA,LVINHI,hydro,0,PENDIENTE,,,
LVINHI12,LA VINIA,LVINHI,hydro,0,PENDIENTE,,,
LDLMDI01,CT LOMA DE LA LATA MOTORES,LDLM,diesel,5.4,SI,CVP_TERMICA,,
PPATDI01,PASO DE LA PATR,PPAT,diesel,5.9,SI,CVP_TERMICA,,
ETIGHI12,EL TIGRE,ETIGHI,hydro,6.85,PENDIENTE,,,
ETIGHI12,EL TIGRE,ETIGHI,hydro,6.85,PENDIENTE,,,
RESCHI01,H RIO ESCONDIDO,RESCHI,hydro,4.2031,PENDIENTE,,P.A.H. Rio Escondido,
SJMTEO01,P.E. SAN JORGE y EL MATACO,SJMTEO,wind,102.9,NO,,P.E. SAN JORGE,
SLUNEO01,P.E. SAN LUIS NORTE,SLUNEO,wind,107.2593,NO,mater,57,
INTADI01,INTA CATAM ENAR,INTA,diesel,7,SI,CVP_TERMICA,,
TIN2FV01,P.S. TINOGASTA II,TIN2FV,solar,7,SI,CVP_RENOVAR,,
LBLADI01,LAG. BLANCA,LBLA,diesel,7,SI,CVP_TERMICA,,
SMIGDI01,S.MIGUEL N ENAR,SMIG,biogas,10.027,NO,,,
SMIGDI01,S.MIGUEL N ENAR,SMIG,biogas,10.027,NO,,,
SROQHI03,SAN ROQUE,SROQHI,hydro,6,PENDIENTE,,,
SROQHI02,SAN ROQUE,SROQHI,hydro,6,PENDIENTE,,,
SROQHI01,SAN ROQUE,SROQHI,hydro,6,PENDIENTE,,,
LUNLHI01,P.A.H. LUNLUNTA,LUNLHI,hydro,6.296,PENDIENTE,,P.A.H. LUNLUNTA,
SROQHI04,SAN ROQUE,SROQHI,hydro,6,PENDIENTE,,,
LPALDI01,L.PALMAS ENARSA,LPAL,diesel,6.7,SI,CVP_TERMICA,,
PMORHI,PIEDRAS MORAS,PMORHI,hydro,6.6,PENDIENTE,,,
SPUNFV01,S. de la Punta,SPUNFV,solar,5,NO,,P.S. Solares de la Punta,
SULLFV01,P.S. SIERRAS DEL ULLUM (MATER),SULLFV,solar,78,NO,,P.S. ULLUM X,
CADIHI12,CADILLAL,CADIHI,hydro,6.3,PENDIENTE,,,
CADIHI12,CADILLAL,CADIHI,hydro,6.3,PENDIENTE,,,
SCHADI01,S.MART. CHACO,SCHA,diesel,14.2,SI,CVP_TERMICA,,
SROSDI01,STA ROSA CORR,SROS,diesel,5.5,SI,CVP_TERMICA,,
TAMBFV01,Proyecto Solar Tamberias (MATER),TAMBFV,solar,100,NO,,,san juan
TEROEO01,P.E. LOS TEROS,TEROEO,wind,122.6,NO,,,olavarria
MSEVE.TV01,MARIO SEVESO,MSEV,steam,2.9808,SI,CVP_TERMICA,,
TINZFV01,P.S.F.V TINOGASTA TOZZI,TINZFV,solar,11.9,NO,,P.S. Tinogasta,
CASSHI01,CASSAFOUSTH,CASSHI,hydro,5.4,PENDIENTE,,,
CASSHI03,CASSAFOUSTH,CASSHI,hydro,5.4,PENDIENTE,,,
TIROTV01,C.T. BIOMASA UNITAN.  Puerto Tirol,TIRO,biomass,4.3593,NO,,,
CASSHI02,CASSAFOUSTH,CASSHI,hydro,5.4,PENDIENTE,,,
TOC3FV,P.S. TOCOTA III (MATER),TOC3FV,solar,60,NO,,P.S. TOCOTA,
UL42FV01,P.S. ULLUM 4 (AMPLIACION MATER),UL42FV,solar,7,NO,,P.S. Ullum 4,
RESCHI02,H RIO ESCONDIDO,RESCHI,hydro,3.0269,PENDIENTE,,P.A.H. Rio Escondido,
ULL3FV01,P.S. Ullum 3,ULL3FV,solar,32.8,NO,,P.S. Ullum3,
BVILDI01,BELL VILLE,BVIL,diesel,15.6,SI,CVP_TERMICA,,
BVILDI01,BELL VILLE,BVIL,diesel,15.6,SI,CVP_TERMICA,,
TUNAHI01,EL TUNAL,TUNAHI,hydro,5.9,PENDIENTE,,P.A.H. LAS TUNAS,
TUNAHI02,EL TUNAL,TUNAHI,hydro,5.9,PENDIENTE,,P.A.H. LAS TUNAS,
VICTFV,P.S. VICTORICA,VICTFV,solar,56,NO,,,
ABRODI01,ALTE BROWN ENAR,ABRO,diesel,23.7,SI,CVP_TERMICA,,
LMO2HI01,LOS MOLINOS 2,LMO2HI,hydro,4,PENDIENTE,,,
JUARDI01,C.T. JUAREZ,JUAR,diesel,4,SI,CVP_TERMICA,,
ITATDI01,CT ITATI,ITAT,diesel,5.5,SI,CVP_TERMICA,,
RREYHI12,RIO REYES,RREYHI,hydro,4,PENDIENTE,,,
RREYHI12,RIO REYES,RREYHI,hydro,4,PENDIENTE,,,
SANDHI,SALTO ANDERSEN,SANDHI,hydro,7.9,PENDIENTE,,,
SANDHI,SALTO ANDERSEN,SANDHI,hydro,7.9,PENDIENTE,,,
PERGDI01,C.T. PERGAMINO,PERG,biogas,2.4,SI,CVP_RENOVAR,,
FSIMHI13,FITZ SIMON,FSIMHI,hydro,3.5,PENDIENTE,,,
FSIMHI13,FITZ SIMON,FSIMHI,hydro,3.5,PENDIENTE,,,
FSIMHI13,FITZ SIMON,FSIMHI,hydro,3.5,PENDIENTE,,,
COROHI02,CH LS CORONELES,COROHI,hydro,3.6,PENDIENTE,,,
COROHI01,CH LS CORONELES,COROHI,hydro,3.6,PENDIENTE,,,
PIRADI01,PIRANE,PIRA,diesel,15.7,SI,CVP_TERMICA,,
VIVOEO01,P.E. VIVORATA,VIVOEO,wind,50,NO,,,vivorata
VLONEO01,VILLALONGA EOLICO,VLONEO,wind,55.2,NO,,P.E. Villalonga,
ZONDFV01,P.S. ZONDA I,ZONDFV,solar,101,NO,,,
ABRODI01,ALTE BROWN ENAR,ABRO,diesel,23.7,SI,CVP_TERMICA,,
SMARHI13,CH SAN MARTIN,SMARHI,hydro,2.16,PENDIENTE,,,
SMARHI13,CH SAN MARTIN,SMARHI,hydro,2.16,PENDIENTE,,,
