load_key,bus_id_origen,bus_name_origen,pl_mw,stat,match_type,bus_destino,bus_destino_name,n_saltos,camino
4816-1,4816,CERES,14.338,1,bfs,4313,S.TOME_132kV_2,7,CERES -> CERES -> ARRUFO -> SUNCHALE -> RAFA.OES -> RAFA.SUR -> ESPERANZ -> S.TOME 2
5002-1,5002,RINCON,2115.6,0,directo,5002,RINCON,0,
5200-1,5200,BARRANQ.,63.319,1,bfs,5232,RESISTEN_132kV_1,1,BARRANQ. -> RESISTE1
5210-1,5210,C.CUATIA,25.921,1,bfs,5290,MERCEDES_132kV,2,C.CUATIA -> MERCE.CO -> MERCEDES
5211-1,5211,ITA-IBAT,11.951,1,bfs,5242,P.PATRIA_132kV,3,ITA-IBAT -> PIRAYU -> PIQ.P.PATRIA -> P.PATRIA
5212-1,5212,ESQUINA,7.924,0,bfs,5290,MERCEDES_132kV,5,ESQUINA -> STELLA MARIS -> PIQ.18.ESQ -> GOYA.OES -> MERCE.CO -> MERCEDES
5213-1,5213,VIRASORO,23.875,1,bfs,5250,RINCON_132kV,5,VIRASORO -> PIQ -> SAN ALONSO -> PIQ.207 -> ITUZAING -> RINCON
5214-1,5214,FORMOSA I A,151.153,1,bfs,5330,GRANFORMOSA_132kV_2,1,FORMOSA I A -> GR.FORMOSA B
5215-1,5215,STO.DPEC,17.833,1,bfs,5290,MERCEDES_132kV,4,STO.DPEC -> LACRUZ -> YAPEYU -> P.LIB.NORTE -> MERCEDES
5217-1,5217,ESQ.SEC,3.782,1,bfs,5290,MERCEDES_132kV,6,ESQ.SEC -> ESQUINA -> STELLA MARIS -> PIQ.18.ESQ -> GOYA.OES -> MERCE.CO -> MERCEDES
5220-1,5220,MERCE.CO,26.7,1,bfs,5290,MERCEDES_132kV,1,MERCE.CO -> MERCEDES
5222-1,5222,MCAS.NEA,15.567,1,bfs,5290,MERCEDES_132kV,3,MCAS.NEA -> C.CUATIA -> MERCE.CO -> MERCEDES
5223-1,5223,LACRUZ,8.575,1,bfs,5290,MERCEDES_132kV,3,LACRUZ -> YAPEYU -> P.LIB.NORTE -> MERCEDES
5224-1,5224,P.LIBRES,22.218,1,bfs,5290,MERCEDES_132kV,2,P.LIBRES -> P.LIB.NORTE -> MERCEDES
5225-1,5225,COLORADO,19.671,1,bfs,5221,GRANFORMOSA_132kV_1,2,COLORADO -> PIRANE -> GR.FORMOSA A
5227-1,5227,IBARRETA,14.81,1,bfs,5221,GRANFORMOSA_132kV_1,2,IBARRETA -> PIRANE -> GR.FORMOSA A
5228-1,5228,P.PLAZA,20.827,1,bfs,5237,CHACO_132kV,2,P.PLAZA -> R.S.PENA -> CHACO
5230-1,5230,RES.NOR,30.7,1,bfs,5232,RESISTEN_132kV_1,1,RES.NOR -> RESISTE1
5231-1,5231,ESQ.TER,3.694,1,bfs,5290,MERCEDES_132kV,6,ESQ.TER -> ESQUINA -> STELLA MARIS -> PIQ.18.ESQ -> GOYA.OES -> MERCE.CO -> MERCEDES
5239-1,5239,CD5 NEA,80.547,1,bfs,5232,RESISTEN_132kV_1,2,CD5 NEA -> CD5 NEA -> RESISTE1
5241-1,5241,FORMOSA III,21.593,1,bfs,5234,RESISTEN_132kV_2,3,FORMOSA III -> LVMANS -> LEONESA -> RESISTE2
5243-1,5243,CD8 NEA,21.005,1,bfs,5232,RESISTEN_132kV_1,2,CD8 NEA -> BARRANQ. -> RESISTE1
5244-1,5244,CD6 NEA,112.018,1,bfs,5232,RESISTEN_132kV_1,1,CD6 NEA -> RESISTE1
5249-1,5249,LOMITAS,13.679,1,bfs,5221,GRANFORMOSA_132kV_1,3,LOMITAS -> IBARRETA -> PIRANE -> GR.FORMOSA A
5252-1,5252,S.ISIDRO.A,34.777,1,directo,5252,S.ISIDRO_132kV_1,0,
5254-1,5254,POSADAS,97.009,1,bfs,5252,S.ISIDRO_132kV_1,1,POSADAS -> S.ISIDRO.A
5255-1,5255,POS.CENT,47.59,1,bfs,5252,S.ISIDRO_132kV_1,2,POS.CENT -> PIQ.ITAEMBE -> S.ISIDRO.A
5256-1,5256,APOSTOLE,20.592,1,bfs,5322,S.ISIDRO_132kV_2,1,APOSTOLE -> S.ISIDRO.B
5257-1,5257,GOYA.OES,23.833,1,bfs,5290,MERCEDES_132kV,2,GOYA.OES -> MERCE.CO -> MERCEDES
5259-1,5259,AVAL.TER,7.102,1,bfs,5322,S.ISIDRO_132kV_2,4,AVAL.TER -> A.VALLE -> PMINERAL_B2 -> ROCA_B1 -> S.ISIDRO.B
5260-1,5260,OBERA,60.036,1,bfs,5322,S.ISIDRO_132kV_2,3,OBERA -> T.OBERA -> ROCA_B1 -> S.ISIDRO.B
5261-1,5261,A.VALLE,16.622,0,bfs,5322,S.ISIDRO_132kV_2,3,A.VALLE -> PMINERAL_B2 -> ROCA_B1 -> S.ISIDRO.B
5264-1,5264,ELDORADO,13.815,1,bfs,5322,S.ISIDRO_132kV_2,3,ELDORADO -> PMINERAL_B1 -> ROCA_B2 -> S.ISIDRO.B
5266-1,5266,URUGUAI,12.505,0,bfs,5322,S.ISIDRO_132kV_2,4,URUGUAI -> ELDORADO -> PMINERAL_B1 -> ROCA_B2 -> S.ISIDRO.B
5267-1,5267,AVAL.SEC,10.12,1,bfs,5322,S.ISIDRO_132kV_2,4,AVAL.SEC -> A.VALLE -> PMINERAL_B2 -> ROCA_B1 -> S.ISIDRO.B
5268-1,5268,IGUAZU,27.73,1,bfs,5322,S.ISIDRO_132kV_2,5,IGUAZU -> URUGUAI -> ELDORADO -> PMINERAL_B1 -> ROCA_B2 -> S.ISIDRO.B
5269-2,5269,ELDORAD2,22.056,1,bfs,5000,YACYRETA,14,ELDORAD2 -> CAL B1   132 -> CAL B1   220 -> PBU TA   220 -> PFO TA   220 -> ACY B2   220 -> MD  B1   220 -> FIC -> FIC -> FIC -> MD  B1   500 -> VHA B1   500 -> VAL 500 -> AYO B1   500 -> YACYRETA
5270-1,5270,WANDA,20.5,1,bfs,5322,S.ISIDRO_132kV_2,4,WANDA -> ELDORADO -> PMINERAL_B1 -> ROCA_B2 -> S.ISIDRO.B
5274-1,5274,C.LARGO,22.467,1,bfs,5237,CHACO_132kV,2,C.LARGO -> PI.P.INF -> CHACO
5277-1,5277,APSA PTOESP,7.1,1,bfs,5322,S.ISIDRO_132kV_2,5,APSA PTOESP -> WANDA -> ELDORADO -> PMINERAL_B1 -> ROCA_B2 -> S.ISIDRO.B
5278-1,5278,LVMANS,13.566,1,bfs,5234,RESISTEN_132kV_2,2,LVMANS -> LEONESA -> RESISTE2
5284-1,5284,P.LIB.NORTE,15.981,1,bfs,5290,MERCEDES_132kV,1,P.LIB.NORTE -> MERCEDES
5286-1,5286,VGGUEMES,8.104,1,bfs,5221,GRANFORMOSA_132kV_1,4,VGGUEMES -> ESPINILLO -> LAGBLANCA -> CLORINDA -> GR.FORMOSA A
5288-1,5288,P.INFIER,14.642,1,bfs,5237,CHACO_132kV,2,P.INFIER -> PI.P.INF -> CHACO
5289-1,5289,CD15 NEA,19.584,1,bfs,5232,RESISTEN_132kV_1,2,CD15 NEA -> CD6 NEA -> RESISTE1
5291-1,5291,QUITILIP,30.047,1,bfs,5237,CHACO_132kV,2,QUITILIP -> R.S.PENA -> CHACO
5292-1,5292,ROCA_B2,11.531,1,bfs,5322,S.ISIDRO_132kV_2,1,ROCA_B2 -> S.ISIDRO.B
5293-1,5293,LEONESA,12.692,1,bfs,5234,RESISTEN_132kV_2,1,LEONESA -> RESISTE2
5294-1,5294,ITUZ NORTE,13.833,1,bfs,5250,RINCON_132kV,1,ITUZ NORTE -> RINCON
5295-1,5295,S.BERNARDO,24.234,1,bfs,5237,CHACO_132kV,1,S.BERNARDO -> CHACO
5296-1,5296,VILELAS,42.213,1,bfs,5234,RESISTEN_132kV_2,1,VILELAS -> RESISTE2
5297-1,5297,PASO.TALA,3.898,1,bfs,5290,MERCEDES_132kV,2,PASO.TALA -> MERCE.CO -> MERCEDES
5298-1,5298,YAPEYU,2.436,1,bfs,5290,MERCEDES_132kV,2,YAPEYU -> P.LIB.NORTE -> MERCEDES
5299-1,5299,PUCHETA,4.611,1,bfs,5290,MERCEDES_132kV,3,PUCHETA -> P.LIBRES -> P.LIB.NORTE -> MERCEDES
5302-1,5302,ITAEMBE MINI,34.777,1,bfs,5252,S.ISIDRO_132kV_1,1,ITAEMBE MINI -> S.ISIDRO.A
5303-1,5303,BRENAS,25.291,1,bfs,5237,CHACO_132kV,4,BRENAS -> TBRENAS -> C.LARGO -> PI.P.INF -> CHACO
5311-1,5311,MOCORETA,3.704,1,bfs,4294,SGDE.ARG_132kV_1,3,MOCORETA -> PIQ.CHA -> CHAJARI -> SGDE.ARG1
5312-1,5312,SARMIENTO,37.03,1,sin_conexion,,,-1,
5319-1,5319,STELLA MARIS,1.055,1,bfs,5290,MERCEDES_132kV,4,STELLA MARIS -> PIQ.18.ESQ -> GOYA.OES -> MERCE.CO -> MERCEDES
5320-1,5320,OBERAII,18.853,1,bfs,5322,S.ISIDRO_132kV_2,3,OBERAII -> T.OBERA -> ROCA_B1 -> S.ISIDRO.B
5324-1,5324,VIRASORO.NOR,8.965,1,bfs,5250,RINCON_132kV,4,VIRASORO.NOR -> SAN ALONSO -> PIQ.207 -> ITUZAING -> RINCON
5325-1,5325,MACHAGAI,9.539,1,bfs,5237,CHACO_132kV,3,MACHAGAI -> QUITILIP -> R.S.PENA -> CHACO
5328-1,5328,SAN VICENTE,23.387,1,bfs,5322,S.ISIDRO_132kV_2,4,SAN VICENTE -> A.VALLE -> PMINERAL_B2 -> ROCA_B1 -> S.ISIDRO.B
5329-1,5329,MAXIMO PAZ,19.493,1,bfs,5252,S.ISIDRO_132kV_1,2,MAXIMO PAZ -> LIN/CAB MPAZ -> S.ISIDRO.A
5335-1,5335,SAN DIEGO,37.641,1,bfs,5232,RESISTEN_132kV_1,1,SAN DIEGO -> RESISTE1
5336-1,5336,PI ITUZAINGO,4.799,1,bfs,5250,RINCON_132kV,2,PI ITUZAINGO -> ITUZ NORTE -> RINCON
5339-1,5339,PIRAY,18.42,1,bfs,5322,S.ISIDRO_132kV_2,3,PIRAY -> PMINERAL_B1 -> ROCA_B2 -> S.ISIDRO.B
5501-1,5501,CLO.TER1,8.375,1,bfs,5221,GRANFORMOSA_132kV_1,2,CLO.TER1 -> CLORINDA -> GR.FORMOSA A
5503-1,5503,COR.SEC3,7.503,1,bfs,5232,RESISTEN_132kV_1,3,COR.SEC3 -> BARRAN33_2 -> BARRANQ. -> RESISTE1
5506-2,5506,FORM33,37.553,0,bfs,5330,GRANFORMOSA_132kV_2,2,FORM33 -> FORMOSA I A -> GR.FORMOSA B
5507-1,5507,GOYA33_01,34.475,1,bfs,5290,MERCEDES_132kV,5,GOYA33_01 -> GOYA -> PI.GOYA -> GOYA.OES -> MERCE.CO -> MERCEDES
5510-1,5510,S.CATALI,75.716,1,bfs,5242,P.PATRIA_132kV,2,S.CATALI -> S.CATALI -> P.PATRIA
5511-1,5511,TIPOITI_A,5.031,1,bfs,5242,P.PATRIA_132kV,3,TIPOITI_A -> S.CATALI -> S.CATALI -> P.PATRIA
5515-1,5515,PIRANE,10.754,1,bfs,5221,GRANFORMOSA_132kV_1,2,PIRANE -> PIRANE -> GR.FORMOSA A
5519-1,5519,TIPOITI_B,8.264,1,bfs,5232,RESISTEN_132kV_1,4,TIPOITI_B -> COR.SEC3 -> BARRAN33_2 -> BARRANQ. -> RESISTE1
5520-1,5520,RSPENA12,57.322,1,bfs,5237,CHACO_132kV,2,RSPENA12 -> R.S.PENA -> CHACO
5520-2,5520,RSPENA12,0.89,0,bfs,5237,CHACO_132kV,2,RSPENA12 -> R.S.PENA -> CHACO
5520-3,5520,RSPENA12,0.89,0,bfs,5237,CHACO_132kV,2,RSPENA12 -> R.S.PENA -> CHACO
5520-4,5520,RSPENA12,0.89,0,bfs,5237,CHACO_132kV,2,RSPENA12 -> R.S.PENA -> CHACO
5521-1,5521,PRESROCA,6.791,1,bfs,5237,CHACO_132kV,5,PRESROCA -> PRESROCA -> SMART1CH -> P.PLAZA -> R.S.PENA -> CHACO
5524-1,5524,3ISLETAS,15.091,1,bfs,5237,CHACO_132kV,2,3ISLETAS -> R.S.PENA -> CHACO
5527-1,5527,B.VISTA,18.515,1,bfs,5242,P.PATRIA_132kV,4,B.VISTA -> B. VISTA -> C.BRUGNE -> S.CATALI -> P.PATRIA
5528-1,5528,SALADAS,9.94,1,bfs,5242,P.PATRIA_132kV,4,SALADAS -> C.BRUGNE -> C.BRUGNE -> S.CATALI -> P.PATRIA
5529-1,5529,STA.ROSA,0.877,1,bfs,5242,P.PATRIA_132kV,5,STA.ROSA -> SALADAS -> C.BRUGNE -> C.BRUGNE -> S.CATALI -> P.PATRIA
5531-1,5531,SMAR33_01,14.57,1,bfs,5237,CHACO_132kV,4,SMAR33_01 -> SMART1CH -> P.PLAZA -> R.S.PENA -> CHACO
5534-1,5534,PMINERAL,20.775,1,bfs,5322,S.ISIDRO_132kV_2,3,PMINERAL -> PMINERAL_B1 -> ROCA_B2 -> S.ISIDRO.B
5535-1,5535,PMINERAL,12.996,1,bfs,5322,S.ISIDRO_132kV_2,3,PMINERAL -> PMINERAL_B2 -> ROCA_B1 -> S.ISIDRO.B
5537-1,5537,PIRAYU,9.55,1,bfs,5242,P.PATRIA_132kV,3,PIRAYU -> PIRAYU -> PIQ.P.PATRIA -> P.PATRIA
5538-1,5538,JUAREZ,5.322,1,bfs,5221,GRANFORMOSA_132kV_1,5,JUAREZ -> JUAREZ -> LOMITAS -> IBARRETA -> PIRANE -> GR.FORMOSA A
5539-1,5539,LAGBLANCA,15.788,1,bfs,5221,GRANFORMOSA_132kV_1,3,LAGBLANCA -> LAGBLANCA -> CLORINDA -> GR.FORMOSA A
5542-1,5542,CHARATA,1.004,1,bfs,5237,CHACO_132kV,5,CHARATA -> CHARATA -> TBRENAS -> C.LARGO -> PI.P.INF -> CHACO
5543-1,5543,V.ANGELA,20.928,1,bfs,5237,CHACO_132kV,4,V.ANGELA -> V.ANGELA -> V.ANGE.NORT -> S.BERNARDO -> CHACO
5544-1,5544,PIRAYU,12.766,1,bfs,5242,P.PATRIA_132kV,3,PIRAYU -> PIRAYU -> PIQ.P.PATRIA -> P.PATRIA
5545-1,5545,CASTELLI,16.738,1,bfs,5237,CHACO_132kV,4,CASTELLI -> CASTELLI -> 3ISLETAS -> R.S.PENA -> CHACO
5546-1,5546,CASTELLI,10.315,1,bfs,5237,CHACO_132kV,4,CASTELLI -> CASTELLI -> 3ISLETAS -> R.S.PENA -> CHACO
5547-1,5547,PRESROCA,3.21,1,bfs,5237,CHACO_132kV,5,PRESROCA -> PRESROCA -> SMART1CH -> P.PLAZA -> R.S.PENA -> CHACO
5551-1,5551,SCAT_A,16.761,1,bfs,5242,P.PATRIA_132kV,2,SCAT_A -> S.CATALI -> P.PATRIA
5552-1,5552,SCAT_B,25.141,1,bfs,5242,P.PATRIA_132kV,2,SCAT_B -> S.CATALI -> P.PATRIA
5554-1,5554,FORII13_01,25.324,1,bfs,5330,GRANFORMOSA_132kV_2,2,FORII13_01 -> FORMOSA II -> GR.FORMOSA B
5556-1,5556,CHA1FV33,7.029,1,bfs,5237,CHACO_132kV,6,CHA1FV33 -> CHARATA -> CHARATA -> TBRENAS -> C.LARGO -> PI.P.INF -> CHACO
5559-1,5559,PINEDO,15.063,1,bfs,5237,CHACO_132kV,7,PINEDO -> CHA23FV33 -> CHARATA -> CHARATA -> TBRENAS -> C.LARGO -> PI.P.INF -> CHACO
5570-1,5570,CE.SEC_1,78.287,1,bfs,5242,P.PATRIA_132kV,2,CE.SEC_1 -> COR.ESTE -> P.PATRIA
5573-1,5573,C.BRUGNE,4.483,1,bfs,5242,P.PATRIA_132kV,3,C.BRUGNE -> C.BRUGNE -> S.CATALI -> P.PATRIA
5578-1,5578,SMAR13_01,10.053,1,bfs,5237,CHACO_132kV,4,SMAR13_01 -> SMART1CH -> P.PLAZA -> R.S.PENA -> CHACO
5581-1,5581,PISROS33,2.0,1,bfs,5242,P.PATRIA_132kV,6,PISROS33 -> STA.ROSA -> SALADAS -> C.BRUGNE -> C.BRUGNE -> S.CATALI -> P.PATRIA
5582-1,5582,ESCON33_01,13.541,1,bfs,5234,RESISTEN_132kV_2,2,ESCON33_01 -> LA ESCONDIDA -> RESISTE2
5583-1,5583,ESCON13_01,3.668,1,bfs,5234,RESISTEN_132kV_2,2,ESCON13_01 -> LA ESCONDIDA -> RESISTE2
5602-1,5602,SMARDI01,19.879,1,bfs,5237,CHACO_132kV,5,SMARDI01 -> SMAR13_01 -> SMART1CH -> P.PLAZA -> R.S.PENA -> CHACO
5603-1,5603,ESCOTV01,2.5,1,bfs,5234,RESISTEN_132kV_2,4,ESCOTV01 -> ESCON33_02 -> ESCON33_01 -> LA ESCONDIDA -> RESISTE2
5604-1,5604,BSROTV01,2.0,1,bfs,5242,P.PATRIA_132kV,7,BSROTV01 -> PISROS33 -> STA.ROSA -> SALADAS -> C.BRUGNE -> C.BRUGNE -> S.CATALI -> P.PATRIA
5606-1,5606,PMISTV01,10.0,1,bfs,5322,S.ISIDRO_132kV_2,5,PMISTV01 -> PAPEL MIS -> PMINERAL -> PMINERAL_B2 -> ROCA_B1 -> S.ISIDRO.B
5620-1,5620,CLORTG,16.969,1,bfs,5221,GRANFORMOSA_132kV_1,2,CLORTG -> CLORINDA -> GR.FORMOSA A
5633-1,5633,JUARDI01,5.021,1,bfs,5221,GRANFORMOSA_132kV_1,6,JUARDI01 -> JUAREZ -> JUAREZ -> LOMITAS -> IBARRETA -> PIRANE -> GR.FORMOSA A
5650-1,5650,GOYA13_01,17.413,1,bfs,5290,MERCEDES_132kV,5,GOYA13_01 -> GOYA -> PI.GOYA -> GOYA.OES -> MERCE.CO -> MERCEDES
5655-1,5655,FORII33_01,25.211,1,bfs,5330,GRANFORMOSA_132kV_2,2,FORII33_01 -> FORMOSA II -> GR.FORMOSA B
5665-1,5665,PUPITV01,0.0,1,bfs,5322,S.ISIDRO_132kV_2,5,PUPITV01 -> P.PIRAY -> ELDORADO -> PMINERAL_B1 -> ROCA_B2 -> S.ISIDRO.B
5666-1,5666,SROSDI01,5.646,1,bfs,5242,P.PATRIA_132kV,6,SROSDI01 -> STA.ROSA -> SALADAS -> C.BRUGNE -> C.BRUGNE -> S.CATALI -> P.PATRIA
5803-1,5803,COR.TER3,48.918,1,bfs,5232,RESISTEN_132kV_1,3,COR.TER3 -> CORRIENT -> RES-COR1 -> RESISTE1
5805-1,5805,FORMOSA,71.615,0,bfs,5330,GRANFORMOSA_132kV_2,2,FORMOSA -> FORMOSA I A -> GR.FORMOSA B
5806-1,5806,R.S.PENA,28.145,1,bfs,5237,CHACO_132kV,3,R.S.PENA -> RSPENA12 -> R.S.PENA -> CHACO
5806-2,5806,R.S.PENA,1.35,0,bfs,5237,CHACO_132kV,3,R.S.PENA -> RSPENA12 -> R.S.PENA -> CHACO
5806-3,5806,R.S.PENA,1.35,0,bfs,5237,CHACO_132kV,3,R.S.PENA -> RSPENA12 -> R.S.PENA -> CHACO
5806-4,5806,R.S.PENA,1.35,0,bfs,5237,CHACO_132kV,3,R.S.PENA -> RSPENA12 -> R.S.PENA -> CHACO
5807-1,5807,PIR.TER1,10.754,1,bfs,5221,GRANFORMOSA_132kV_1,2,PIR.TER1 -> PIRANE -> GR.FORMOSA A
5808-1,5808,CASTELLI,9.026,1,bfs,5237,CHACO_132kV,5,CASTELLI -> CASTELLI -> CASTELLI -> 3ISLETAS -> R.S.PENA -> CHACO
5808-2,5808,CASTELLI,0.27,0,bfs,5237,CHACO_132kV,5,CASTELLI -> CASTELLI -> CASTELLI -> 3ISLETAS -> R.S.PENA -> CHACO
5808-3,5808,CASTELLI,0.27,0,bfs,5237,CHACO_132kV,5,CASTELLI -> CASTELLI -> CASTELLI -> 3ISLETAS -> R.S.PENA -> CHACO
5808-4,5808,CASTELLI,0.27,0,bfs,5237,CHACO_132kV,5,CASTELLI -> CASTELLI -> CASTELLI -> 3ISLETAS -> R.S.PENA -> CHACO
5809-1,5809,B.VISTA,12.083,1,bfs,5242,P.PATRIA_132kV,4,B.VISTA -> B. VISTA -> C.BRUGNE -> S.CATALI -> P.PATRIA
5812-1,5812,CE.TER,8.142,1,bfs,5242,P.PATRIA_132kV,2,CE.TER -> COR.ESTE -> P.PATRIA
5830-1,5830,VANG.TER,37.393,1,bfs,5237,CHACO_132kV,4,VANG.TER -> V.ANGELA -> V.ANGE.NORT -> S.BERNARDO -> CHACO
5831-1,5831,CHARATA,30.126,1,bfs,5237,CHACO_132kV,5,CHARATA -> CHARATA -> TBRENAS -> C.LARGO -> PI.P.INF -> CHACO
5840-1,5840,LAGBL.TER,9.262,1,bfs,5221,GRANFORMOSA_132kV_1,3,LAGBL.TER -> LAGBLANCA -> CLORINDA -> GR.FORMOSA A
5850-1,5850,JUA.TER,2.209,1,bfs,5221,GRANFORMOSA_132kV_1,5,JUA.TER -> JUAREZ -> LOMITAS -> IBARRETA -> PIRANE -> GR.FORMOSA A
5872-1,5872,CD5N13_01,39.342,1,bfs,5232,RESISTEN_132kV_1,2,CD5N13_01 -> CD5 NEA -> RESISTE1
6204-1,6204,B.JARDIN,68.922,1,bfs,6200,ALMAFUE._132kV_1,4,B.JARDIN -> PI-CIRCU1 -> PILARII1 -> PILAR A -> ALMAFUE1
6208-1,6208,C.PAZ,39.914,1,bfs,6202,ALMAFUE._132kV_2,6,C.PAZ -> YOCSINA -> OMBUES -> SUROESTE -> MOLINOS -> REOLIN 2 -> ALMAFUE2
6210-1,6210,JE.MARIA,19.403,1,bfs,6252,MALVINAS_132kV,2,JE.MARIA -> NORTE -> MALVINAS
6212-1,6212,ESTE,73.802,1,bfs,6252,MALVINAS_132kV,2,ESTE -> EST-MALV -> MALVINAS
6214-1,6214,NORTE,64.775,1,bfs,6252,MALVINAS_132kV,1,NORTE -> MALVINAS
6215-1,6215,TOTORAL NVA,16.665,1,bfs,6252,MALVINAS_132kV,3,TOTORAL NVA -> JE.MARIA -> NORTE -> MALVINAS
6216-1,6216,OESTE,88.074,1,bfs,6252,MALVINAS_132kV,3,OESTE -> RD.BUSTO -> NORTE -> MALVINAS
6220-1,6220,SUROESTE,91.896,1,bfs,6202,ALMAFUE._132kV_2,3,SUROESTE -> MOLINOS -> REOLIN 2 -> ALMAFUE2
6221-1,6221,SUR 1,47.733,1,bfs,6252,MALVINAS_132kV,3,SUR 1 -> ESTE -> EST-MALV -> MALVINAS
6223-1,6223,TANCACHA,15.832,1,bfs,6200,ALMAFUE._132kV_1,1,TANCACHA -> ALMAFUE1
6224-1,6224,F.CANETE,4.392,1,bfs,6202,ALMAFUE._132kV_2,7,F.CANETE -> MALAGUEN -> YOCSINA -> OMBUES -> SUROESTE -> MOLINOS -> REOLIN 2 -> ALMAFUE2
6225-1,6225,LA FALDA,13.042,1,bfs,6202,ALMAFUE._132kV_2,9,LA FALDA -> BIALET -> F.CANETE -> MALAGUEN -> YOCSINA -> OMBUES -> SUROESTE -> MOLINOS -> REOLIN 2 -> ALMAFUE2
6227-1,6227,TABLADA,41.662,1,bfs,6252,MALVINAS_132kV,4,TABLADA -> OESTE -> RD.BUSTO -> NORTE -> MALVINAS
6228-1,6228,G.DEHEZA,72.017,1,bfs,6203,A.CABRAL_132kV,1,G.DEHEZA -> A.CABRAL
6229-1,6229,S.A.ARREDOND,14.699,1,bfs,6202,ALMAFUE._132kV_2,8,S.A.ARREDOND -> F.CANETE -> MALAGUEN -> YOCSINA -> OMBUES -> SUROESTE -> MOLINOS -> REOLIN 2 -> ALMAFUE2
6231-1,6231,VARILLAS,23.807,1,bfs,6203,A.CABRAL_132kV,2,VARILLAS -> V.MARIA -> A.CABRAL
6234-1,6234,LA TOMA,10.085,1,bfs,6286,LUJAN.SL_132kV_2,2,LA TOMA -> SAN LUIS -> LUJAN.SL
6235-1,6235,J. POSSE,18.093,1,bfs,6203,A.CABRAL_132kV,1,J. POSSE -> A.CABRAL
6238-1,6238,FERIAS,32.002,1,bfs,6203,A.CABRAL_132kV,4,FERIAS -> HIGUERAS -> CABRERA -> G.DEHEZA -> A.CABRAL
6239-1,6239,CTMARANZ,60.0,1,bfs,6203,A.CABRAL_132kV,5,CTMARANZ -> FERIAS -> HIGUERAS -> CABRERA -> G.DEHEZA -> A.CABRAL
6240-1,6240,HIGUERAS,42.711,1,bfs,6203,A.CABRAL_132kV,3,HIGUERAS -> CABRERA -> G.DEHEZA -> A.CABRAL
6241-1,6241,MERLO SL,16.136,1,bfs,6286,LUJAN.SL_132kV_2,5,MERLO SL -> SROSA.SL -> TILISARAO -> LA TOMA -> SAN LUIS -> LUJAN.SL
6243-1,6243,TILISARAO,10.085,1,bfs,6286,LUJAN.SL_132kV_2,3,TILISARAO -> LA TOMA -> SAN LUIS -> LUJAN.SL
6245-1,6245,S.LUIS CEN,49.417,1,bfs,6286,LUJAN.SL_132kV_2,2,S.LUIS CEN -> SAN LUIS -> LUJAN.SL
6247-1,6247,MORTEROS,16.114,1,bfs,6252,MALVINAS_132kV,4,MORTEROS -> AFISA -> SAN FCO. -> ARRO-CBA -> MALVINAS
6248-1,6248,MOLINOS,8.571,1,bfs,6202,ALMAFUE._132kV_2,2,MOLINOS -> REOLIN 2 -> ALMAFUE2
6249-1,6249,MENDIOLA,12.737,1,bfs,6252,MALVINAS_132kV,3,MENDIOLA -> PI.LEVAN -> GUINAZU -> MALVINAS
6250-1,6250,MALAGUEN,8.571,1,bfs,6202,ALMAFUE._132kV_2,6,MALAGUEN -> YOCSINA -> OMBUES -> SUROESTE -> MOLINOS -> REOLIN 2 -> ALMAFUE2
6251-1,6251,MONTECRISTO,12.737,1,bfs,6252,MALVINAS_132kV,1,MONTECRISTO -> MALVINAS
6253-1,6253,GUINAZU,33.568,1,bfs,6252,MALVINAS_132kV,1,GUINAZU -> MALVINAS
6256-1,6256,PETRO.R3,11.0,1,bfs,6202,ALMAFUE._132kV_2,2,PETRO.R3 -> CT 13JULIO -> ALMAFUE2
6258-1,6258,PILAR A,14.76,1,bfs,6200,ALMAFUE._132kV_1,1,PILAR A -> ALMAFUE1
6261-1,6261,N.CORDOB,59.518,1,bfs,6202,ALMAFUE._132kV_2,5,N.CORDOB -> SOE-NCOR -> SUROESTE -> MOLINOS -> REOLIN 2 -> ALMAFUE2
6262-1,6262,RD.BUSTO,72.975,1,bfs,6252,MALVINAS_132kV,2,RD.BUSTO -> NORTE -> MALVINAS
6263-1,6263,M.ABASTO,36.21,1,bfs,6252,MALVINAS_132kV,1,M.ABASTO -> MALVINAS
6265-1,6265,BOSCOEPC,53.829,1,bfs,6252,MALVINAS_132kV,3,BOSCOEPC -> AUTODROMO -> PIQ AUT-MAL -> MALVINAS
6267-1,6267,CDBACENT,83.801,1,bfs,6252,MALVINAS_132kV,3,CDBACENT -> ESTE -> EST-MALV -> MALVINAS
6268-1,6268,R.CUARTO,26.833,1,bfs,6200,ALMAFUE._132kV_1,3,R.CUARTO -> ELENA -> REOLIN 1 -> ALMAFUE1
6269-1,6269,ARRO-CBA,10.052,1,bfs,6252,MALVINAS_132kV,1,ARRO-CBA -> MALVINAS
6271-1,6271,ELENA,14.879,1,bfs,6200,ALMAFUE._132kV_1,2,ELENA -> REOLIN 1 -> ALMAFUE1
6272-1,6272,SAN LUIS,77.655,1,bfs,6286,LUJAN.SL_132kV_2,1,SAN LUIS -> LUJAN.SL
6273-1,6273,SLUIS.PIND,24.0,1,bfs,6205,LUJAN.SL_132kV_1,1,SLUIS.PIND -> LUJAN.SL2
6276-1,6276,DOLORES,30.525,1,bfs,6202,ALMAFUE._132kV_2,4,DOLORES -> LA VINA -> MOLINOS -> REOLIN 2 -> ALMAFUE2
