gen_key,bus_id_origen,bus_name_origen,nombre_geosadi,falta,carrier,pg_mw,pt_mw,stat,lat,lon,geo_match,match_type,bus_conexion500kv,bus_conexion500kv_name,n_saltos,camino,COMENTARIOS
8659-1,8659,CHAMFVII,,geo,solar,8,10,0,,,sin_match,bfs,8271,RIOJASUR_132kV,4,CHAMFVII -> PATQ33_01 -> PATQUIA -> EMPIQUETE63 -> RIOJASUR,
4632-1,4632,CALCFV01,,geo,solar,8,10,1,,,sin_match,bfs,4274,ROMANG_132kV,5,CALCFV01 -> CALC33_03 -> CALC33_02 -> CALCH-SF -> VERA -> ROMANG,
5613-3,5613,VAN3FV,,geo,solar,8,10,1,,,sin_match,bfs,5237,CHACO_132kV,4,VAN3FV -> VANGFV33 -> VANGFV132 -> S.BERNARDO -> CHACO,
6608-1,6608,NOG1FV01,,geo,solar,8,10,0,,,sin_match,bfs,6286,LUJAN.SL_132kV_2,3,NOG1FV01 -> SAN LUIS -> SAN LUIS -> LUJAN.SL,
5612-2,5612,VAN2FV,,geo,solar,7.2,9,1,,,sin_match,bfs,5237,CHACO_132kV,4,VAN2FV -> VANGFV33 -> VANGFV132 -> S.BERNARDO -> CHACO,
8605-2,8605,SPEDTG22,,geo,ocgt,6,6,0,,,sin_match,bfs,8300,JUANCITO_132kV,2,SPEDTG22 -> SPED.JUJ -> JUANCITO,
3689-1,3689,GCRSDI01,,geo,biogas,5,5.94,1,,,sin_match,bfs,3110,EZEIZA_220kV_1,6,GCRSDI01 -> G.CATAN 1 -> G.CATAN1 -> PI-PINO -> PI-CANUE -> EZE1132 -> EZEIZA 2,
3631-1,3631,S3GCDI01,,geo,diesel,5,5.6,1,,,sin_match,bfs,3120,RODRGUEZ_220kV_1,10,S3GCDI01 -> SM3D -> SM3D.RECT -> SUAREZ -> SUAREZ -> V.ADEL.1 -> EDISO.RO -> EDISON -> MALAVER1 -> MORON 2 -> RODRIGU1,
2653-1,2653,CSARDI01,CAPITAN SARMIEN,bus,diesel,5,5,0,-34.16383872,-59.76819216,exacto,sin_conexion,,,-1,,
8992-1,8992,ANT1FV01,,geo,solar,4.8,6,0,,,sin_match,bfs,8302,MQUEMADO_132kV,7,ANT1FV01 -> ANATUYA -> ANATUYA -> S.CORRAL -> QUIMILI -> CAMPOGALLO -> COPO -> MQUEMADO,
5620-2,5620,CLORTG,,geo,ocgt,4.8,4.8,0,,,sin_match,bfs,5221,GRANFORMOSA_132kV_1,2,CLORTG -> CLORINDA -> GR.FORMOSA A,
7636-1,7636,MARCAFV01,,geo,solar,4,5,1,,,sin_match,bfs,7216,GRAN MZA_132kV,9,MARCAFV01 -> PSMARCA_02 -> PSMARCA_01 -> PSMARCA -> EL.MARCADO -> LAMBARE -> PIQ.MCAS -> MCAS66_01 -> MCAS.CUY -> GRAN MZA,
8902-2,8902,LEALTV02,C.T. COGENERACI N INGENIO LEALES,bus,biomass,4,5,1,-27.07406674,-65.22887987,exacto,sin_conexion,,,-1,,
8908-2,8908,LFLOTV01,,geo,steam,3,12,1,,,sin_match,bfs,8230,BRACHO_132kV_2,3,LFLOTV01 -> LA FLORIDA -> CEV.POZO -> BRACHO1,
5620-1,5620,CLORTG,,geo,ocgt,2.7,2.7,0,,,sin_match,bfs,5221,GRANFORMOSA_132kV_1,2,CLORTG -> CLORINDA -> GR.FORMOSA A,
1644-3,1644,TRAPTG15,EL TRAPIAL,ok,ocgt,3.7,4.8,0,-37.36784882,-69.28052334,exacto,sin_conexion,,,-1,,No conecto a mi red ya que es generacion interna de Chevron
1644-2,1644,TRAPTG15,EL TRAPIAL,ok,ocgt,3.7,4.8,0,-37.36784882,-69.28052334,exacto,sin_conexion,,,-1,,No conecto a mi red ya que es generacion interna de Chevron
5600-1,5600,CAZUTV01,,geo,biomass,2.5,3.3,1,,,sin_match,bfs,5322,S.ISIDRO_132kV_2,5,CAZUTV01 -> OBERA -> OBERA -> T.OBERA -> ROCA_B1 -> S.ISIDRO.B,
1644-1,1644,TRAPTG15,EL TRAPIAL,ok,ocgt,3.7,4.8,1,-37.36784882,-69.28052334,exacto,sin_conexion,,,-1,,No conecto a mi red ya que es generacion interna de Chevron
1644-5,1644,TRAPTG15,EL TRAPIAL,ok,ocgt,3.2,3.93,0,-37.36784882,-69.28052334,exacto,sin_conexion,,,-1,,No conecto a mi red ya que es generacion interna de Chevron
1646-5,1646,TRAPTG05,EL TRAPIAL,ok,ocgt,2.3,3.5,0,-37.36784882,-69.28052334,exacto,sin_conexion,,,-1,,No conecto a mi red ya que es generacion interna de Chevron
1615-1,1615,CUTRFV01,,geo,solar,2.48,3.1,1,,,sin_match,bfs,1240,CHOCON_132kV,4,CUTRFV01 -> CUTRALCO13 -> CUTRALCO -> CHNCITO -> CHOCON,
1644-4,1644,TRAPTG15,EL TRAPIAL,ok,ocgt,2.2,3.26,0,-37.36784882,-69.28052334,exacto,sin_conexion,,,-1,,No conecto a mi red ya que es generacion interna de Chevron
304-2,304,SGRA13.2,,geo,ocgt,0,9999,0,,,sin_match,bfs,224,NPMADRYN_330kV,4,SGRA13.2 -> SGRAN132 -> PMADRYN1 -> PMADR330 -> NPMAD330,
304-1,304,SGRA13.2,,geo,ocgt,0,9999,0,,,sin_match,bfs,224,NPMADRYN_330kV,4,SGRA13.2 -> SGRAN132 -> PMADRYN1 -> PMADR330 -> NPMAD330,
1643-1,1643,TRAPTG01,EL TRAPIAL,ok,ocgt,2.43,2.43,0,-37.36784882,-69.28052334,exacto,sin_conexion,,,-1,,No conecto a mi red ya que es generacion interna de Chevron
