gen_key,bus_name_origen,geosadi_name,carrier,bus,p_nom_mw,total_energy_mwh,average_power_mw,peak_power_mw,capacity_factor_pct
2620-1,ATU2NUCL,ATUCHA II,nuclear,ATUCHA 2_21kV,645.5654,103694.58,617.23,624.4,95.61
6600-1,EMBANUCL,EMBALSE,nuclear,EMBALSE_22kV,612.6206,101268.93,602.79,605.25,98.4
3619-1,EBARTV01,ENSE. BARRAGAN,steam,ABASTO_220kV,276.73,45415.72,270.33,275.0,97.69
2625-1,BROWTG01,GUILLERMO BROWN,ocgt,GUIBROWN_20kV_1,287.624,42932.56,255.55,274.8,88.85
4693-3,VOBLTV01,CT VUELTA OBLIG,ccgt,R.COROND_15.8kV_3,273.7,42615.8,253.67,258.8,92.68
3617-1,EBARTG01,ENSE. BARRAGAN,ocgt,ABASTO_220kV,271.5,41966.97,249.8,262.4,92.01
2626-2,BROWTG02,GUILLERMO BROWN,ocgt,GUIBROWN_20kV_2,287.92,41627.84,247.78,256.2,86.06
2694-3,AESPTV01,AES-PARANA,ccgt,AES PARA_20kV,294.81,41240.04,245.48,291.0,83.27
3618-2,EBARTG02,ENSE. BARRAGAN,ocgt,ABASTO_220kV,269.2874,40598.72,241.66,250.1,89.74
3645-1,DSUDTG10,DOCK SUD,ccgt,EZEIZA_220kV_1,275.058,40102.18,238.7,247.63,86.78
1606-1,ACAJTV07,AGUA DEL CAJON,ccgt,A.CAJON_132kV_2,256.7,40088.89,238.62,251.8,92.96
3644-1,DSUDTV11,DOCK SUD,ccgt,EZEIZA_220kV_1,272.6495,39861.3,237.27,264.9,87.02
4624-1,TER6TG11,COG Terminal 6,ocgt,TERMINAL_500_20kV,285.36,39853.6,237.22,238.23,83.13
2697-3,GBELTV01,GRAL BELGRANO,ccgt,BELGRANO1_20kV_3,260.228,39582.25,235.61,254.4,90.54
4697-3,TIMBTV01,CT TIMBUES(GSMA,ccgt,R.COROND_20kV_3,262.35,39445.76,234.8,244.37,89.5
3643-3,GEBATV01,C.T. GENELBA,ccgt,EZE GENETV03_15.8kV_1,230.88,38690.43,230.3,230.88,99.75
2692-1,AESPTG01,AES-PARANA,ccgt,AES PARA_15kV_1,253.2,38342.72,228.23,235.89,90.14
2696-2,GBELTG02,GRAL BELGRANO,ccgt,BELGRANO1_20kV_2,266.6,38271.23,227.8,242.2,85.45
4691-1,VOBLTG01,CT VUELTA OBLIG,ccgt,R.COROND_15.8kV_1,262.0,38243.35,227.64,233.0,86.89
3646-2,DSUDTG09,DOCK SUD,ccgt,EZEIZA_220kV_1,274.92,38202.22,227.39,247.34,82.71
2695-1,GBELTG01,GRAL BELGRANO,ccgt,BELGRANO1_20kV_1,265.0,38010.79,226.25,241.2,85.38
4692-2,VOBLTG02,CT VUELTA OBLIG,ccgt,R.COROND_15.8kV_2,264.8,37507.97,223.26,231.5,84.31
4695-1,TIMBTG01,CT TIMBUES(GSMA,ccgt,R.COROND_20kV_1,272.2,37429.38,222.79,230.2,81.85
4696-2,TIMBTG02,CT TIMBUES(GSMA,ccgt,R.COROND_20kV_2,267.3,36577.99,217.73,221.9,81.45
4698-1,BLOPTG01,BRIGAD. LOPEZ,ccgt,S.TOME_132kV_2,279.91,36210.74,215.54,236.6,77.0
3641-1,GEBATG01,C.T. GENELBA,ccgt,EZE.GENETG01_15.8kV,222.07,35935.84,213.9,219.36,96.32
1652-2,PAGUHI02,PIEDRA D AGUILA,hydro,P.AGUILA_15.7kV_2,360.0,35439.62,210.95,360.0,58.6
1654-4,PAGUHI04,PIEDRA D AGUILA,hydro,P.AGUILA_15.7kV_4,360.0,35439.62,210.95,360.0,58.6
1651-1,PAGUHI01,PIEDRA D AGUILA,hydro,P.AGUILA_15.7kV_1,360.0,35439.62,210.95,360.0,58.6
1653-3,PAGUHI03,PIEDRA D AGUILA,hydro,P.AGUILA_15.7kV_3,360.0,35439.62,210.95,360.0,58.6
3642-2,GEBATG02,C.T. GENELBA,ccgt,EZE GENETG02_15.8kV,222.07,35069.54,208.75,218.0,94.0
2693-2,AESPTG02,AES-PARANA,ccgt,AES PARA_15kV_2,253.2,34149.1,203.27,253.2,80.28
3667-1,CEPUTG11,NUEVO PUERTO,ccgt,RODRGUEZ_220kV_2,252.1108,32440.27,193.1,221.79,76.59
3669-1,CEPUTV10,NUEVO PUERTO,ccgt,RODRGUEZ_220kV_2,231.7,32010.41,190.54,224.5,82.23
3610-2,COSTTG09,COSTANERA,ccgt,EZEIZA_220kV_1,258.5,31888.01,189.81,258.5,73.43
3668-2,CEPUTG12,NUEVO PUERTO,ccgt,RODRGUEZ_220kV_2,242.1,30924.3,184.07,215.64,76.03
3658-1,GEBATV02,C.T. GENELBA,steam,EZEIZA_220kV_1,193.63,30861.11,183.7,188.7,94.87
3690-1,GEBATG04,C.T. GENELBA,ocgt,EZE GENETV03_15.8kV,185.9,29063.72,173.0,179.8,93.06
4619-1,RENOTG01,RENOVA ALBANESI,ccgt,R.COROND_132kV,172.0,28724.0,170.98,172.0,99.4
3609-1,COSTTG08,COSTANERA,ccgt,EZEIZA_220kV_1,255.1,27635.52,164.5,236.2,64.48
3647-4,GEBATG03,C.T. GENELBA,ocgt,EZE GENETV03_15.8kV_2,181.5,27151.71,161.62,169.9,89.05
7645-G,LDCUTG25,LUJAN DE CUYO,ccgt,GRAN MZA_132kV,194.72,26792.39,159.48,185.6,81.9
1691-1,PBANHI01,P. BANDERITA,hydro,P.BAND._16kV_1,239.7,25647.33,152.66,239.7,63.69
1692-2,PBANHI02,P. BANDERITA,hydro,P.BAND._16kV_2,239.7,25647.33,152.66,239.7,63.69
8624-1,TANDTV01,TERMOANDES,ocgt,COBOS_345kV,205.0,24491.71,145.78,199.6,71.11
2610-1,ATUCNUCL,ATUCHA,nuclear,RODRGUEZ_220kV_1,334.89,24297.57,144.63,321.84,43.19
8623-2,TANDTG02,TERMOANDES,ocgt,COBOS_345kV,203.914,23159.88,137.86,192.5,67.61
8622-1,TANDTG01,TERMOANDES,ocgt,COBOS_345kV,203.914,22530.54,134.11,191.8,65.77
8637-1,BRCHTG01,C.T BRACHO,ocgt,BRACHO_15.8kV,270.415,21956.59,130.69,240.0,48.33
2629-1,BBLATV29,BAHIA BLANCA,steam,PBUENA1_20kV,296.67,20673.6,123.06,294.3,41.48
1674-1,LDLATV01,CT NEUQUEN,ccgt,L.LATA_15.8kV,172.26,19801.61,117.87,165.2,68.42
1600-6,ACAJTG06,AGUA DEL CAJON,ccgt,A.CAJON_132kV_1,129.5526,19256.78,114.62,121.61,88.48
1630-1,ROCATG01,TERMOROCA,ocgt,P.BAND._132kV,128.7,17756.13,105.69,116.8,82.12
6655-1,PILATG11,PILAR,ocgt,MALVINAS_132kV,163.9949,17470.13,103.99,156.54,63.41
1614-4,ALICHI04,ALICURA,hydro,ALICURA_13.8kV_4,262.5,17325.31,103.13,262.5,39.29
1613-3,ALICHI03,ALICURA,hydro,ALICURA_13.8kV_3,262.5,17325.31,103.13,262.5,39.29
1612-2,ALICHI02,ALICURA,hydro,ALICURA_13.8kV_2,262.5,17325.31,103.13,262.5,39.29
1611-1,ALICHI01,ALICURA,hydro,ALICURA_13.8kV_1,262.5,17325.31,103.13,262.5,39.29
106-1,FUTAHI03,FUTALEUFU,hydro,NPMADRYN_330kV,132.5,17289.12,102.91,132.5,77.67
108-1,FUTAHI04,FUTALEUFU,hydro,NPMADRYN_330kV,132.5,17289.12,102.91,132.5,77.67
8900-1,BRCHTV01,C.T BRACHO,steam,BRACHO_18kV,199.0,17256.93,102.72,190.0,51.62
1664-4,CHOCHI04,CHOCON,hydro,C.H.CHOC_16kV_4,215.0,16264.15,96.81,215.0,45.03
1665-5,CHOCHI05,CHOCON,hydro,C.H.CHOC_16kV_5,215.0,16264.15,96.81,215.0,45.03
1666-6,CHOCHI06,CHOCON,hydro,C.H.CHOC_16kV_6,215.0,16264.15,96.81,215.0,45.03
1663-3,CHOCHI03,CHOCON,hydro,C.H.CHOC_16kV_3,215.0,16264.15,96.81,215.0,45.03
1661-1,CHOCHI01,CHOCON,hydro,C.H.CHOC_16kV_1,215.0,16264.15,96.81,215.0,45.03
1662-2,CHOCHI02,CHOCON,hydro,C.H.CHOC_16kV_2,215.0,16264.15,96.81,215.0,45.03
6656-1,PILATG12,PILAR,ocgt,ALMAFUE._132kV_1,162.7209,16213.55,96.51,153.4,59.31
6657-1,PILATV10,PILAR,steam,MALVINAS_132kV,157.4816,16160.79,96.2,153.3,61.08
3608-8,BSASTG01,BUENOS AIRES,ccgt,ABASTO_220kV,186.0,15211.29,90.54,162.58,48.68
104-1,FUTAHI02,FUTALEUFU,hydro,NPMADRYN_330kV,132.5,14430.26,85.89,132.5,64.83
654-1,BICEEO01,P.E. BICENTENARIO,wind,SCN_500_132kV,102.0,13959.64,83.09,97.33,81.46
4625-1,TER6TV21,COG Terminal 6,steam,R.COROND_132kV,84.1879,13482.23,80.25,83.82,95.32
1673-3,LDLATG03,CT NEUQUEN,ocgt,L.LATA_11.5kV_3,120.783,13319.68,79.28,109.5,65.64
1672-2,LDLATG02,CT NEUQUEN,ocgt,L.LATA_11.5kV_2,121.4543,12619.99,75.12,112.5,61.85
2910-1,TEROEO01,P.E. LOS TEROS,wind,OLAVARRI_132kV_2,122.6,12603.67,75.02,113.26,61.19
680-1,PMA2EO01,P. MADRYN II ENARSA,wind,NPMADRYN_132kV,155.0,12394.31,73.78,141.96,47.6
652-1,LHEREO01,PE LOS HERCULES,wind,SCN_500_132kV,98.0,12287.19,73.14,95.66,74.63
5683-3,YACYHI13,YACYRETA,hydro,YACYRETA_13.2kV_13,132.525,11782.42,70.13,113.83,52.92
5687-7,YACYHI17,YACYRETA,hydro,YACYRETA_13.2kV_17,132.525,11782.42,70.13,113.83,52.92
5672-2,YACYHI02,YACYRETA,hydro,YACYRETA_13.2kV_2,132.525,11782.42,70.13,113.83,52.92
5686-6,YACYHI16,YACYRETA,hydro,YACYRETA_13.2kV_16,132.525,11782.42,70.13,113.83,52.92
5688-8,YACYHI18,YACYRETA,hydro,YACYRETA_13.2kV_18,132.525,11782.42,70.13,113.83,52.92
5685-5,YACYHI15,YACYRETA,hydro,YACYRETA_13.2kV_15,132.525,11782.42,70.13,113.83,52.92
5689-9,YACYHI19,YACYRETA,hydro,YACYRETA_13.2kV_19,132.525,11782.42,70.13,113.83,52.92
5690-1,YACYHI20,YACYRETA,hydro,YACYRETA_13.2kV_20,132.525,11782.42,70.13,113.83,52.92
5682-2,YACYHI12,YACYRETA,hydro,YACYRETA_13.2kV_12,132.525,11782.42,70.13,113.83,52.92
5679-9,YACYHI09,YACYRETA,hydro,YACYRETA_13.2kV_9,132.525,11782.42,70.13,113.83,52.92
5680-1,YACYHI10,YACYRETA,hydro,YACYRETA_13.2kV_10,132.525,11782.42,70.13,113.83,52.92
5673-3,YACYHI03,YACYRETA,hydro,YACYRETA_13.2kV_3,132.525,11782.42,70.13,113.83,52.92
5674-4,YACYHI04,YACYRETA,hydro,YACYRETA_13.2kV_4,132.525,11782.42,70.13,113.83,52.92
5681-1,YACYHI11,YACYRETA,hydro,YACYRETA_13.2kV_11,132.525,11782.42,70.13,113.83,52.92
5676-6,YACYHI06,YACYRETA,hydro,YACYRETA_13.2kV_6,132.525,11782.42,70.13,113.83,52.92
5675-5,YACYHI05,YACYRETA,hydro,YACYRETA_13.2kV_5,132.525,11782.42,70.13,113.83,52.92
5678-8,YACYHI08,YACYRETA,hydro,YACYRETA_13.2kV_8,132.525,11782.42,70.13,113.83,52.92
5684-4,YACYHI14,YACYRETA,hydro,YACYRETA_13.2kV_14,132.525,11782.42,70.13,113.83,52.92
5677-7,YACYHI07,YACYRETA,hydro,YACYRETA_13.2kV_7,132.525,11782.42,70.13,113.83,52.92
5671-1,YACYHI01,YACYRETA,hydro,YACYRETA_13.2kV_1,132.525,11782.42,70.13,113.83,52.92
1671-1,LDLATG01,CT NEUQUEN,ocgt,L.LATA_11.5kV_1,118.3674,11365.1,67.65,106.9,57.15
8611-1,TUCUTG01,C.T. TUCUMAN,ccgt,BRACHO_132kV_1,143.21,11184.89,66.58,130.1,46.49
8612-2,TUCUTG02,C.T. TUCUMAN,ccgt,BRACHO_132kV_1,143.21,10949.83,65.18,130.1,45.51
604-1,LEONEO01,PE CAÑADON LEON,wind,SCN_500_132kV,103.0,10738.24,63.92,100.7,62.06
3688-1,LPLCTG01,CG La Plata YPF,ocgt,ABASTO_220kV,82.5383,10574.24,62.94,81.0,76.26
2913-1,BVENEO01,P.E. DE LA BUENA VENTURA,wind,OLAVARRI_132kV_2,103.2,10118.65,60.23,101.09,58.36
8613-3,TUCUTV01,C.T. TUCUMAN,ccgt,BRACHO_132kV_1,140.128,10091.68,60.07,122.73,42.87
8615-3,SMTUTV01,S.M. DE TUCUMAN,ccgt,BRACHO_15.7kV_2,136.9,9929.5,59.1,126.6,43.17
6627-1,SLUNEO01,P.E. SAN LUIS NORTE,wind,LUJAN.SL_132kV_1,107.2593,9626.72,57.3,102.25,53.42
4613-7,SGDEHI13,S. GRANDE ARG,hydro,SGAC4500_13.8kV_1,64.3571,9172.16,54.6,64.36,84.83
4602-2,SGDEHI02,S. GRANDE ARG,hydro,SGAC1500_13.8kV_2,64.3571,9172.16,54.6,64.36,84.83
4605-5,SGDEHI05,S. GRANDE ARG,hydro,SGAC3500_13.8kV_1,64.3571,9172.16,54.6,64.36,84.83
4606-6,SGDEHI06,S. GRANDE ARG,hydro,SGAC3500_13.8kV_2,64.3571,9172.16,54.6,64.36,84.83
4604-4,SGDEHI04,S. GRANDE ARG,hydro,SGAC2500_13.8kV_2,64.3571,9172.16,54.6,64.36,84.83
4603-3,SGDEHI03,S. GRANDE ARG,hydro,SGAC2500_13.8kV_1,64.3571,9172.16,54.6,64.36,84.83
4601-1,SGDEHI01,S. GRANDE ARG,hydro,SGAC1500_13.8kV_1,64.3571,9172.16,54.6,64.36,84.83
2662-1,MIRAEO01,P.E. MIRAMAR,wind,OLAVARRI_132kV_2,98.6,9032.78,53.77,97.2,54.53
1629-1,NEU1EO01,P.E. VIENTOS NEUQUINOS I,wind,CHOCON_132kV,100.0,8966.78,53.37,88.24,53.37
1607-1,ROCATV01,TERMOROCA,steam,P.BAND._132kV,55.539,8955.87,53.31,55.4,95.98
8600-1,SMTUTG01,S.M. DE TUCUMAN,ccgt,BRACHO_15.7kV_1,108.36,8430.29,50.18,105.0,46.31
2911-1,GNV1EO01,P.E. LA GENOVEVA,wind,B.BLANCA_132kV_1,88.2,8378.85,49.87,86.61,56.55
1681-1,PPLEHI01,PICHI P. LEUFU,hydro,PPLEUFU_13.8kV_1,95.0,8259.64,49.16,90.0,51.75
1683-3,PPLEHI03,PICHI P. LEUFU,hydro,PPLEUFU_13.8kV_3,95.0,8259.64,49.16,90.0,51.75
1682-2,PPLEHI02,PICHI P. LEUFU,hydro,PPLEUFU_13.8kV_2,95.0,8259.64,49.16,90.0,51.75
3620-1,ENSETG01,CO. ENSENADA,ocgt,ABASTO_220kV,62.6066,8218.28,48.92,54.58,78.14
2650-1,BRKETV01,BARKER UGENERGY,steam,OLAVARRI_132kV_2,59.25,8165.87,48.61,59.25,82.04
2675-5,SNICTV15,SAN NICOLAS,steam,RAMALLO_220kV,263.6,7737.55,46.06,219.46,17.47
6637-7,MMARTG07,MARANZANA,ocgt,ALMAFUE._132kV_1,46.98,7521.52,44.77,46.0,95.3
6636-6,MMARTG06,MARANZANA,ocgt,ALMAFUE._132kV_1,47.1,7370.05,43.87,45.7,93.14
1605-5,ACAJTG05,AGUA DEL CAJON,ccgt,A.CAJON_132kV_1,50.7585,7256.81,43.2,45.2,85.1
2660-1,CORTEO01,P.E. MARIO CEBREIRO,wind,B.BLANCA_132kV_2,100.5,7171.21,42.69,94.8,42.47
3650-1,EZEITG01,CT EZEIZA,ocgt,EZEIZA_220kV_1,50.592,7168.37,42.67,50.0,84.34
3682-3,EZEITG03,CT EZEIZA,ocgt,EZEIZA_220kV_1,50.6,7135.29,42.47,48.3,83.94
3605-5,BSASTV01,BUENOS AIRES,ccgt,ABASTO_220kV,82.958,7121.43,42.39,72.97,51.1
2915-1,SJMTEO01,P.E. SAN JORGE y EL MATACO,wind,B.BLANCA_132kV_2,102.9,7073.91,42.11,71.27,40.92
1604-4,ACAJTG04,AGUA DEL CAJON,ccgt,A.CAJON_132kV_1,49.1535,6968.8,41.48,45.18,84.39
1603-3,ACAJTG03,AGUA DEL CAJON,ccgt,A.CAJON_132kV_1,48.3236,6967.91,41.48,45.2,85.83
3666-6,NPUETV06,NUEVO PUERTO,steam,RODRGUEZ_220kV_2,233.2,6931.05,41.26,223.0,17.69
7605-27,LDCUTG27,LUJAN DE CUYO,ocgt,GRAN MZA_132kV,48.402,6909.89,41.13,48.07,84.98
3680-2,EZEITG02,CT EZEIZA,ocgt,EZEIZA_220kV_1,50.5838,6835.82,40.69,47.4,80.44
1658-1,POM1EO01,P.E. POMONA I,wind,CH.CHOEL_132kV,104.0,6776.45,40.34,90.21,38.78
7604-26,LDCUTG26,LUJAN DE CUYO,ocgt,GRAN MZA_132kV,48.384,6734.96,40.09,46.9,82.86
1602-2,ACAJTG02,AGUA DEL CAJON,ccgt,A.CAJON_132kV_2,48.1576,6717.89,39.99,44.47,83.03
2621-1,BRKETG01,BARKER UGENERGY,ocgt,OLAVARRI_132kV_2,48.77,6679.25,39.76,47.33,81.52
2622-2,BRKETG02,BARKER UGENERGY,ocgt,OLAVARRI_132kV_2,49.12,6675.7,39.74,47.33,80.9
2648-1,LCASEO01,P.E. LA CASTELLANA,wind,B.BLANCA_132kV_1,100.8,6661.49,39.65,84.02,39.34
2655-2,PEDRTG02,SAN PEDRO BSAS,ocgt,RAMALLO_132kV,51.75,6551.83,39.0,49.2,75.36
2678-1,ENE1EO01,P.E. ENERGETICA I,wind,B.BLANCA_132kV_1,78.0,6545.37,38.96,71.09,49.95
2624-3,BRKETG03,BARKER UGENERGY,ocgt,OLAVARRI_132kV_2,47.68,6472.66,38.53,47.33,80.8
1601-1,ACAJTG01,AGUA DEL CAJON,ccgt,CHOCONOE_132kV,45.21,6451.49,38.4,41.7,84.94
7602-2,ADTOHI02,AGUA DEL TORO,hydro,GRAN MZA_220kV,75.0,6251.19,37.21,75.0,49.61
2645-1,PEDRTG01,SAN PEDRO BSAS,ocgt,RAMALLO_132kV,50.9004,6102.0,36.32,47.0,71.36
679-1,PMA1EO01,P. MADRYN I ENARSA,wind,NPMADRYN_132kV,75.0,6069.15,36.13,68.37,48.17
692-2,MANAEO02,MANANTIALES BEHR (YPF),wind,SCN_500_132kV,51.75,6043.46,35.97,48.41,69.51
691-1,MANAEO01,MANANTIALES BEHR (YPF),wind,SCN_500_132kV,51.75,6043.46,35.97,48.41,69.51
3674-4,EZEITG04,CT EZEIZA,ocgt,EZEIZA_220kV_1,52.97,6003.18,35.73,49.5,67.46
3679-9,PNUETV09,PUERTO NUEVO,steam,RODRGUEZ_220kV_2,237.2,6000.54,35.72,169.93,15.06
2667-5,ROJOTV01,G ROJO R.ENERGY,steam,RAMALLO_132kV,56.6,5918.86,35.23,56.6,62.25
686-2,LOM2EO01,L. BLANCA 2 ENARSA,wind,NPMADRYN_132kV,52.0,5845.01,34.79,50.57,66.91
6673-3,RGDEHB03,RIO GRANDE,pumped_hydro,R.GRANDE_16.5kV_3,94.0,5808.41,34.57,94.0,36.78
6672-2,RGDEHB02,RIO GRANDE,pumped_hydro,R.GRANDE_16.5kV_2,94.0,5808.41,34.57,94.0,36.78
6671-1,RGDEHB01,RIO GRANDE,pumped_hydro,R.GRANDE_16.5kV_1,94.0,5808.41,34.57,94.0,36.78
6674-4,RGDEHB04,RIO GRANDE,pumped_hydro,R.GRANDE_16.5kV_4,94.0,5808.41,34.57,94.0,36.78
8654-1,GUEMTG01,GUEMES,ocgt,JUANCITO_132kV,98.5,5786.53,34.44,89.6,34.97
685-3,LOM3EO01,L. BLANCA 3 ENARSA,wind,NPMADRYN_132kV,51.2,5763.1,34.3,50.62,67.0
5588-1,GARRTV01,C.T. GARRUCHOS,biomass,RINCON_132kV,40.0,5693.95,33.89,35.46,84.73
2637-4,BRKETG04,BARKER UGENERGY,ocgt,OLAVARRI_132kV_2,50.0,5661.59,33.7,48.3,67.4
1632-2,ARROHI02,ARROYITO,hydro,CHOCON_132kV,42.6,5632.53,33.53,38.77,78.7
1631-1,ARROHI01,ARROYITO,hydro,CHOCON_132kV,42.6,5632.53,33.53,38.77,78.7
1633-3,ARROHI03,ARROYITO,hydro,CHOCON_132kV,42.6,5632.53,33.53,38.77,78.7
688-2,LOM6EO01,P.E. L. BLANCA 6,wind,NPMADRYN_132kV,51.5,5589.4,33.27,50.61,64.6
605-1,LOM6EO01,P.E. L. BLANCA 6,wind,NPMADRYN_132kV,51.5,5589.4,33.27,50.61,64.6
684-1,LOM1EO01,L. BLANCA 1 ENARSA,wind,NPMADRYN_132kV,52.0,5580.41,33.22,50.51,63.88
1677-5,LDLATG05,CT NEUQUEN,ocgt,L.LATA_11.5kV_5,105.0,5383.75,32.05,101.2,30.52
7630-1,ZONDFV01,P.S. ZONDA I,solar,NVA.SJUAN_132kV,101.0,5341.43,31.79,97.96,31.48
2684-1,PEP3EO,P.E. PAMPA ENERGÍA III,wind,B.BLANCA_132kV_2,54.0,5266.12,31.35,53.06,58.05
102-1,FUTAHI01,FUTALEUFU,hydro,NPMADRYN_330kV,132.5,5163.68,30.74,81.08,23.2
2619-3,ROJOTG03,G ROJO R.ENERGY,ocgt,RAMALLO_132kV,50.0,5097.56,30.34,46.0,60.69
2618-2,ROJOTG02,G ROJO R.ENERGY,ocgt,RAMALLO_132kV,50.0,5085.72,30.27,44.4,60.54
6616-1,VMA2TV01,V.MARIA UENSA,steam,A.CABRAL_132kV,55.6,5073.87,30.2,55.6,54.32
2600-1,ROJOTG01,G ROJO R.ENERGY,ocgt,RAMALLO_132kV,50.0,4990.63,29.71,44.8,59.41
602-1,MAL1EO01,MALASPINA1 ENARSA,wind,SCN_500_132kV,51.0,4947.62,29.45,49.85,57.75
7668-4,CACHHI04,C.H.CACHEUTA,hydro,GRAN MZA_132kV,30.0,4786.45,28.49,28.87,94.97
7665-1,CACHHI01,C.H.CACHEUTA,hydro,GRAN MZA_132kV,30.0,4786.45,28.49,28.87,94.97
7666-2,CACHHI02,C.H.CACHEUTA,hydro,GRAN MZA_132kV,30.0,4786.45,28.49,28.87,94.97
7667-3,CACHHI03,C.H.CACHEUTA,hydro,GRAN MZA_132kV,30.0,4786.45,28.49,28.87,94.97
7633-1,IGLEFV01,P.S. IGLESIA GUAÑIZUL,solar,NVA.SJUAN_132kV,81.0,4706.61,28.02,79.26,34.59
2914-1,SJMTEO01,P.E. SAN JORGE y EL MATACO,wind,B.BLANCA_132kV_2,102.9,4642.39,27.63,71.2,26.85
8638-1,CAU1FV01,P.S. CAUCHARI 1,solar,COBOS_345kV,105.0,4641.99,27.63,100.0,26.32
